"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2025/03/02","03:00","1.6","109","2","13.8","1016.6","-","-"
"2025/03/02","04:00","3.8","182","4.7","14.2","1018","-","-"
"2025/03/02","05:00","3.9","164","5.5","14.2","1018.1","-","-"
"2025/03/02","06:00","3.1","240","3.3","14.3","1018.2","-","-"
"2025/03/02","07:00","1.1","287","2.3","14.2","1018.3","-","-"
"2025/03/02","08:00","2.2","194","2.7","14.2","1018","-","-"
"2025/03/02","09:00","3.3","197","4.3","14.1","1018.4","-","-"
"2025/03/02","10:00","4.5","201","5","14.1","1019.6","-","-"
"2025/03/02","11:00","4.9","200","6","14.1","1019.6","-","-"
"2025/03/02","12:00","3.9","230","5.3","14","1019.5","-","-"
"2025/03/02","13:00","2.9","226","3.7","13.6","1019.4","-","-"
"2025/03/02","14:00","2.1","160","2.7","12.5","1019.3","-","-"
"2025/03/02","15:00","2","157","3.4","13","1019.9","-","-"
"2025/03/02","16:00","3","224","3.5","14","1020.7","-","-"
"2025/03/02","17:00","4","224","4.5","14.1","1021.2","-","-"
"2025/03/02","18:00","4","235","5.1","14.2","1021.6","-","-"
"2025/03/02","19:00","4","229","5.1","14.4","1021.9","-","-"
"2025/03/02","20:00","4.1","253","4.4","14.4","1021.6","-","-"
"2025/03/02","21:00","7.2","279","8","14","1021","-","-"
"2025/03/02","22:00","5.3","290","8.2","14.4","1020.8","-","-"
"2025/03/02","23:00","5.4","293","7.5","14.6","1020.3","-","-"
"2025/03/03","00:00","7","288","7.9","14.3","1019.7","-","-"
"2025/03/03","01:00","6.3","279","7.5","14.1","1019.4","-","-"
"2025/03/03","02:00","8.3","273","9.9","13.8","1019.1","-","-"
"2025/03/03","03:00","8.1","252","9.6","13.6","1018.8","-","-"
"2025/03/03","04:00","8.8","269","10.1","13.6","1019","-","-"
"2025/03/03","05:00","5.5","328","13.2","11.3","1019","-","-"
"2025/03/03","06:00","8.8","280","10.4","13.1","1019.2","-","-"
"2025/03/03","07:00","9","275","11.4","13.1","1019","-","-"
"2025/03/03","08:00","7.2","297","9.3","12.9","1018.3","-","-"
"2025/03/03","09:00","9.4","284","11.3","12.7","1018","-","-"
"2025/03/03","10:00","9.7","281","11.8","12.7","1017.7","-","-"
"2025/03/03","11:00","8.4","285","12","12.8","1017.5","-","-"
"2025/03/03","12:00","10.9","293","13","12.6","1017.8","-","-"
"2025/03/03","13:00","11.3","292","13.9","12.5","1018.1","-","-"
"2025/03/03","14:00","8.1","297","12.7","12.7","1017.9","-","-"
"2025/03/03","15:00","9","289","10.8","12.6","1018.4","-","-"
"2025/03/03","16:00","9.7","285","11.4","12.6","1019.2","-","-"
"2025/03/03","17:00","8.1","286","10.9","12.9","1019.4","-","-"
"2025/03/03","18:00","8.2","289","11.4","11.8","1020.1","-","-"
"2025/03/03","19:00","7.5","308","8.7","12.8","1020.1","-","-"
"2025/03/03","20:00","5.8","301","7.3","13.1","1019.9","-","-"
"2025/03/03","21:00","5.2","281","7","13.3","1019.6","-","-"
"2025/03/03","22:00","5.1","286","5.7","13.3","1019.4","-","-"
"2025/03/03","23:00","4.5","295","6.6","13.7","1019.3","-","-"
"2025/03/04","00:00","2.8","282","3.7","13.9","1019.4","-","-"
"2025/03/04","01:00","1.3","234","1.9","13.7","1019.4","-","-"
"2025/03/04","02:00","0.8","327","1.8","12.8","1019.3","-","-"
"2025/03/04","03:00","1.2","51","1.8","12.7","1019.2","-","-"
"2025/03/04","04:00","1.7","145","2.3","12","1020.1","-","-"
"2025/03/04","05:00","2.1","131","2.5","12.1","1020.8","-","-"
"2025/03/04","06:00","0.7","116","2","11.9","1021.5","-","-"
"2025/03/04","07:00","3.2","99","4.4","10.9","1021.9","-","-"
"2025/03/04","08:00","1.9","177","2.7","10","1022.5","-","-"
"2025/03/04","09:00","2.4","109","4.4","9.7","1022.8","-","-"
"2025/03/04","10:00","4.5","127","6.1","10.4","1022.8","-","-"
"2025/03/04","11:00","4.9","123","5.7","10.5","1022.7","-","-"
"2025/03/04","12:00","4.4","114","5.9","10.7","1022.8","-","-"
"2025/03/04","13:00","4.2","98","5.8","10","1022.8","-","-"
"2025/03/04","14:00","5.3","90","6.6","9.9","1023.4","-","-"
"2025/03/04","15:00","5","87","6.2","10.8","1023.6","-","-"
"2025/03/04","16:00","5.1","90","6.2","12.1","1023.8","-","-"
"2025/03/04","17:00","1.3","148","2.5","14.5","1023.6","-","-"
"2025/03/04","18:00","1.9","289","2.7","14.5","1023.1","-","-"
"2025/03/04","19:00","2.2","296","2.7","14.4","1022.3","-","-"
"2025/03/04","20:00","3.5","288","4.3","14","1021.4","-","-"
"2025/03/04","21:00","4.5","272","5.7","13.5","1020.6","-","-"
"2025/03/04","22:00","3.6","277","4.5","13.8","1019.5","-","-"
"2025/03/04","23:00","2.6","266","3.5","14.2","1019.1","-","-"
"2025/03/05","00:00","2.7","279","3.6","14.3","1018.5","-","-"
"2025/03/05","01:00","3.4","297","4.2","14.3","1018.8","-","-"
"2025/03/05","02:00","4.4","318","5.4","13.7","1019.1","-","-"
"2025/03/05","03:00","4.1","6","4.6","13.7","1019","-","-"
"2025/03/05","04:00","1","151","1.2","13.1","1019.3","-","-"
"2025/03/05","05:00","0.1","118","0.4","12.5","1019.7","-","-"
"2025/03/05","06:00","0.8","93","1.1","12.8","1019.6","-","-"
"2025/03/05","07:00","1.5","85","2.2","12.8","1019.2","-","-"
"2025/03/05","08:00","0.7","59","1.1","12.4","1019.1","-","-"
"2025/03/05","09:00","0","133","0.7","12","1018.7","-","-"
"2025/03/05","10:00","1","220","1.3","12.2","1018.2","-","-"
"2025/03/05","11:00","2.2","7","2.7","12.9","1017.6","-","-"
"2025/03/05","12:00","1.7","92","2","12.2","1016.8","-","-"
"2025/03/05","13:00","1.4","71","1.9","12.3","1017","-","-"
"2025/03/05","14:00","1.2","85","1.7","12.2","1017.1","-","-"
"2025/03/05","15:00","2.6","168","3.3","12","1017.4","-","-"
"2025/03/05","16:00","1.5","112","2.9","13.1","1017.3","-","-"
"2025/03/05","17:00","0.5","295","0.9","14.3","1017","-","-"
"2025/03/05","18:00","1","318","1.7","14","1016.1","-","-"
"2025/03/05","19:00","2","317","2.5","14.2","1015.1","-","-"
"2025/03/05","20:00","2.7","287","3.2","13.7","1013.9","-","-"
"2025/03/05","21:00","3.7","264","4.1","13.5","1013.7","-","-"
"2025/03/05","22:00","4","263","4.3","13.5","1013.5","-","-"
"2025/03/05","23:00","4.3","273","5","13.6","1013.7","-","-"
"2025/03/06","00:00","3","296","4","13.5","1013.4","-","-"
"2025/03/06","01:00","4.2","319","5.4","12.9","1013.1","-","-"
"2025/03/06","02:00","2.2","343","2.5","12.6","1012.9","-","-"
"2025/03/06","03:00","0.6","211","1.1","12.2","1012.9","-","-"
"2025/03/06","04:00","1.3","181","1.5","12.1","1012.9","-","-"
"2025/03/06","05:00","5.8","144","6.5","12.2","1012.3","-","-"
"2025/03/06","06:00","5.3","160","7","12.3","1012.3","-","-"
"2025/03/06","07:00","8.6","272","10.4","13.1","1012.8","-","-"
"2025/03/06","08:00","8.7","280","10.3","13.2","1013.3","-","-"
"2025/03/06","09:00","8.1","288","9.5","12.9","1013.4","-","-"
"2025/03/06","10:00","8.1","285","10.7","12.5","1013.5","-","-"
"2025/03/06","11:00","7.6","287","9.6","12.5","1013.2","-","-"
"2025/03/06","12:00","7.2","290","9.7","12.1","1013.6","-","-"
"2025/03/06","13:00","7.2","280","8.9","12.3","1013.9","-","-"
"2025/03/06","14:00","5.7","260","7","12.2","1014","-","-"
"2025/03/06","15:00","6.6","253","7.4","12.6","1014.3","-","-"
"2025/03/06","16:00","6.1","250","7.5","12.2","1015","-","-"
"2025/03/06","17:00","5.7","259","7.5","12.6","1015.6","-","-"
"2025/03/06","18:00","4.9","266","7","12.7","1015.5","-","-"
"2025/03/06","19:00","6","258","7.1","12.8","1015.5","-","-"
"2025/03/06","20:00","4.6","237","5.9","12.7","1015.2","-","-"
"2025/03/06","21:00","5.2","225","6.6","12.7","1014.3","-","-"
"2025/03/06","22:00","6.4","238","7.2","12.9","1013.8","-","-"
"2025/03/06","23:00","5.9","230","6.9","12.8","1013.3","-","-"
"2025/03/07","00:00","4.8","219","6.3","12.8","1012.4","-","-"
"2025/03/07","01:00","6","179","7.2","10.7","1012.2","-","-"
"2025/03/07","02:00","2.4","243","3.7","10.3","1011.5","-","-"
"2025/03/07","03:00","4.5","14","5.1","10","1010.2","-","-"
"2025/03/07","04:00","7.2","5","11","9.2","1009.6","-","-"
"2025/03/07","05:00","10.8","357","13.4","8.8","1011","-","-"
"2025/03/07","06:00","6.4","360","9.1","8.5","1012","-","-"
"2025/03/07","07:00","4.6","328","5.7","9.5","1013.1","-","-"
"2025/03/07","08:00","4.4","317","5.2","10.3","1013.4","-","-"
"2025/03/07","09:00","1.7","316","3.1","10.6","1013.5","-","-"
"2025/03/07","10:00","7.4","358","10.9","10.8","1013.4","-","-"
"2025/03/07","11:00","2.7","56","5.6","9.6","1013.8","-","-"
"2025/03/07","12:00","1.8","135","2.7","8.8","1014","-","-"
"2025/03/07","13:00","3.2","332","4.7","11.6","1014.3","-","-"
"2025/03/07","14:00","5","96","5.9","8.4","1014.8","-","-"
"2025/03/07","15:00","3.7","102","4.8","8.9","1015.5","-","-"
"2025/03/07","16:00","3.5","102","4.9","9.9","1016.3","-","-"
"2025/03/07","17:00","2.2","142","3.1","12.4","1017.1","-","-"
"2025/03/07","18:00","2.4","227","3","12.6","1017.4","-","-"
"2025/03/07","19:00","4.2","235","4.7","12.7","1017.7","-","-"
"2025/03/07","20:00","5.3","217","6","12.9","1017.6","-","-"
"2025/03/07","21:00","4","222","5.3","13","1017.7","-","-"
"2025/03/07","22:00","3.3","231","4.7","13.2","1017.6","-","-"
"2025/03/07","23:00","2.4","239","3.4","13.5","1017.6","-","-"
"2025/03/08","00:00","3.1","236","3.9","13.4","1018.1","-","-"
"2025/03/08","01:00","2.2","255","2.7","13.6","1018.8","-","-"
"2025/03/08","02:00","2.1","257","2.7","13","1019.6","-","-"
"2025/03/08","03:00","1.1","153","1.3","12.5","1020.2","-","-"
"2025/03/08","04:00","1","139","1.7","11.9","1020.8","-","-"
"2025/03/08","05:00","0.7","134","1.9","11.5","1021.6","-","-"
"2025/03/08","06:00","1.3","95","2.4","11.6","1022","-","-"
"2025/03/08","07:00","3.9","92","4.9","10.6","1022.3","-","-"
"2025/03/08","08:00","4.1","90","5","10.4","1022.6","-","-"
"2025/03/08","09:00","3.6","98","4.5","10","1022.7","-","-"
"2025/03/08","10:00","5.2","86","5.7","9.5","1022.5","-","-"
"2025/03/08","11:00","4.7","89","5.2","9.9","1022.4","-","-"
"2025/03/08","12:00","5","87","5.8","9.1","1022.8","-","-"
"2025/03/08","13:00","5.1","87","6","9.3","1023.4","-","-"
"2025/03/08","14:00","4.1","83","5.3","9.5","1024.3","-","-"
"2025/03/08","15:00","4.9","86","5.7","9.8","1025.1","-","-"
"2025/03/08","16:00","2.6","84","3.6","12.4","1026","-","-"
"2025/03/08","17:00","1","287","1.3","14.4","1026.4","-","-"
"2025/03/08","18:00","1.5","318","2.1","13.5","1026.6","-","-"
"2025/03/08","19:00","1.8","280","2.5","13.5","1026.5","-","-"
"2025/03/08","20:00","1.5","307","1.9","13.9","1025.8","-","-"
"2025/03/08","21:00","2.5","282","3","13.8","1025.2","-","-"
"2025/03/08","22:00","3","291","3.5","14.3","1024.5","-","-"
"2025/03/08","23:00","3.1","300","4.2","14","1024.3","-","-"
"2025/03/09","00:00","2.4","321","2.8","14.2","1023.9","-","-"
"2025/03/09","01:00","2.5","342","2.9","13.8","1024","-","-"
"2025/03/09","02:00","2.1","8","2.5","13.4","1024.3","-","-"
"2025/03/09","03:00","2.1","5","2.5","13.2","1024.7","-","-"
"2025/03/09","04:00","0.2","323","1.3","12.7","1025.2","-","-"
"2025/03/09","05:00","0.8","104","1.1","12.4","1025.6","-","-"
"2025/03/09","06:00","0.4","57","1","12.2","1025.6","-","-"
"2025/03/09","07:00","0.7","136","1.2","11.7","1025.4","-","-"
"2025/03/09","08:00","0.6","72","1.5","11.6","1025.1","-","-"
"2025/03/09","09:00","0.9","144","1.1","11.1","1024.5","-","-"
"2025/03/09","10:00","0.7","68","1","11.1","1023.9","-","-"
"2025/03/09","11:00","0.5","179","0.8","10.4","1023","-","-"
"2025/03/09","12:00","0.7","100","1","11","1022.4","-","-"
"2025/03/09","13:00","2.1","86","2.8","10.1","1022.5","-","-"
"2025/03/09","14:00","1.6","142","2.7","10","1022.6","-","-"
"2025/03/09","15:00","1.4","105","3.4","11.5","1022.8","-","-"
"2025/03/09","16:00","0.2","31","0.7","14.9","1023.1","-","-"
"2025/03/09","17:00","1.2","303","1.3","13.9","1023.3","-","-"
"2025/03/09","18:00","1.4","357","1.6","13.4","1023.4","-","-"
"2025/03/09","19:00","1.6","333","2.3","13.6","1022.9","-","-"
"2025/03/09","20:00","1.2","337","1.7","14","1022.3","-","-"
"2025/03/09","21:00","1.4","329","2.1","14.4","1021.2","-","-"
"2025/03/09","22:00","2","6","2.4","14.7","1020.3","-","-"
"2025/03/09","23:00","2.6","350","2.9","14.3","1019.8","-","-"
"2025/03/10","00:00","2.3","9","2.7","14.6","1019.4","-","-"
"2025/03/10","01:00","0.8","329","1.2","15.3","1018.9","-","-"
"2025/03/10","02:00","0.9","315","1.2","14.1","1018.9","-","-"
"2025/03/10","03:00","1.5","35","1.7","13.6","1018.9","-","-"
"2025/03/10","04:00","1.1","28","1.2","13.3","1018.9","-","-"
"2025/03/10","05:00","0.7","136","1","12.8","1018.6","-","-"
"2025/03/10","06:00","0.3","114","0.5","12","1018.4","-","-"
"2025/03/10","07:00","0.1","127","0.5","12.1","1017.8","-","-"
"2025/03/10","08:00","0.4","75","0.8","11.9","1017.2","-","-"
"2025/03/10","09:00","0.4","194","0.5","11.7","1016.6","-","-"
"2025/03/10","10:00","0","146","0.4","11.8","1016.1","-","-"
"2025/03/10","11:00","0.9","98","1.3","11","1015.4","-","-"
"2025/03/10","12:00","1.6","71","2.2","11.5","1014.8","-","-"
"2025/03/10","13:00","0.4","132","0.8","11.1","1015","-","-"
"2025/03/10","14:00","0.8","123","0.9","11.4","1015.2","-","-"
"2025/03/10","15:00","0.6","74","0.9","13.3","1015.3","-","-"
"2025/03/10","16:00","3.9","90","4.7","14.1","1014.7","-","-"
"2025/03/10","17:00","2.2","170","2.7","16.9","1014.5","-","-"
"2025/03/10","18:00","0.8","22","1.5","16.1","1014.4","-","-"
"2025/03/10","19:00","2.2","263","2.6","15.4","1014.3","-","-"
"2025/03/10","20:00","2.2","241","2.8","14.3","1013.6","-","-"
"2025/03/10","21:00","2.3","262","2.6","14.6","1013.4","-","-"
"2025/03/10","22:00","2.1","263","2.5","15","1013.1","-","-"
"2025/03/10","23:00","2.4","262","2.6","15.6","1012.6","-","-"
"2025/03/11","00:00","1.5","245","1.9","14.6","1012.3","-","-"
"2025/03/11","01:00","1.1","290","1.6","14.5","1012.2","-","-"
"2025/03/11","02:00","3.2","231","4.1","14.1","1012.4","-","-"
"2025/03/11","03:00","2.3","194","2.9","13.9","1012.3","-","-"
"2025/03/11","04:00","0.4","186","1","13.2","1012.4","-","-"
"2025/03/11","05:00","0.9","141","0.9","13.2","1012.8","-","-"
"2025/03/11","06:00","1.2","123","1.4","13","1013","-","-"
"2025/03/11","07:00","1.8","124","2.1","13","1013.5","-","-"
"2025/03/11","08:00","0.5","137","3.2","12.8","1013.2","-","-"
"2025/03/11","09:00","4.7","101","6.1","12.9","1012.8","-","-"
"2025/03/11","10:00","3.8","83","5.8","13.1","1009.8","-","-"
"2025/03/11","11:00","1.8","120","4.3","12.9","1009.9","-","-"
"2025/03/11","12:00","4.5","117","5.5","13.2","1009.7","-","-"
"2025/03/11","13:00","0.6","112","1.4","12.5","1010","-","-"
"2025/03/11","14:00","1.7","113","2.7","12.9","1010.1","-","-"
"2025/03/11","15:00","3.1","116","4.2","13.2","1010.4","-","-"
"2025/03/11","16:00","4.3","121","7.7","11.9","1011.1","-","-"
"2025/03/11","17:00","1.4","116","3.3","12.7","1011.7","-","-"
"2025/03/11","18:00","5.3","152","6.7","14.2","1011.6","-","-"
"2025/03/11","19:00","4","131","6","13.9","1011.4","-","-"
"2025/03/11","20:00","7.1","180","9.9","15.5","1011.2","-","-"
"2025/03/11","21:00","3.7","135","5.9","14.3","1010.7","-","-"
"2025/03/11","22:00","2.1","80","3","14.2","1010.1","-","-"
"2025/03/11","23:00","3.3","116","5.1","14.2","1009.9","-","-"
"2025/03/12","00:00","3.6","126","7.4","14.1","1009.5","-","-"
"2025/03/12","01:00","4","3","5.6","13.8","1009.2","-","-"
"2025/03/12","02:00","3.3","325","4.3","13.7","1009.6","-","-"
"2025/03/12","03:00","2","115","4.2","13.7","1009.9","-","-"
"2025/03/12","04:00","4.7","101","5.7","13.8","1010.5","-","-"
"2025/03/12","05:00","0.8","202","2.5","13.5","1011.1","-","-"
"2025/03/12","06:00","1.3","139","2.4","13.6","1011.7","-","-"
"2025/03/12","07:00","2.2","109","3.7","13.7","1011.9","-","-"
"2025/03/12","08:00","2.9","124","4","13.8","1012.6","-","-"
"2025/03/12","09:00","2.8","121","4.3","13.4","1012.5","-","-"
"2025/03/12","10:00","3.2","142","4.3","13.5","1012.6","-","-"
"2025/03/12","11:00","3.7","158","4.8","14","1013.2","-","-"
"2025/03/12","12:00","2.6","136","5.8","13.9","1012.8","-","-"
"2025/03/12","13:00","2.7","143","4.2","13.9","1013.2","-","-"
"2025/03/12","14:00","2.6","142","5.5","13.8","1014","-","-"
"2025/03/12","15:00","3.5","142","5.3","14","1014.5","-","-"
"2025/03/12","16:00","6.1","173","7.6","14.2","1015.5","-","-"
"2025/03/12","17:00","5.9","192","8.1","14.5","1017","-","-"
"2025/03/12","18:00","7.4","216","8","12.9","1018.3","-","-"
"2025/03/12","19:00","6","216","6.9","13.7","1018.5","-","-"
"2025/03/12","20:00","6","194","8.4","15","1017.5","-","-"
"2025/03/12","21:00","4.9","220","6.9","14.6","1017.4","-","-"
"2025/03/12","22:00","4.7","235","5.6","14.1","1017.7","-","-"
"2025/03/12","23:00","3.2","209","5.2","15.3","1017","-","-"
"2025/03/13","00:00","6.4","194","7.5","15.2","1016.9","-","-"
"2025/03/13","01:00","5.4","189","7.2","14.8","1017.1","-","-"
"2025/03/13","02:00","5","188","6.5","14.5","1016.6","-","-"
"2025/03/13","03:00","5.5","185","7.6","14.4","1016.7","-","-"
"2025/03/13","04:00","4.3","160","5.1","14.3","1016.3","-","-"
"2025/03/13","05:00","4.3","151","7.1","14.3","1016.1","-","-"
"2025/03/13","06:00","5.5","161","7","14.3","1016","-","-"
"2025/03/13","07:00","7.1","173","10","14.4","1015.4","-","-"
"2025/03/13","08:00","8.5","170","10.6","14.3","1015.1","-","-"
"2025/03/13","09:00","9.4","172","11.8","14.3","1014.3","-","-"
"2025/03/13","10:00","8.1","167","11.2","14.1","1012.9","-","-"
"2025/03/13","11:00","8.9","169","14","14","1011.8","-","-"
"2025/03/13","12:00","10.2","174","14.1","14.2","1010.7","-","-"
"2025/03/13","13:00","6.4","291","8.5","10.3","1012.4","-","-"
"2025/03/13","14:00","4.2","298","6.4","11.4","1012.6","-","-"
"2025/03/13","15:00","4.9","273","6.3","11","1013.5","-","-"
"2025/03/13","16:00","4.7","282","7","11.3","1014.1","-","-"
"2025/03/13","17:00","4.8","244","5.3","11.5","1014.1","-","-"
"2025/03/13","18:00","5.4","240","6.3","11.9","1014.2","-","-"
"2025/03/13","19:00","3.3","306","4.5","11.2","1014.8","-","-"
"2025/03/13","20:00","0.6","232","1.1","12.8","1014.4","-","-"
"2025/03/13","21:00","9.1","286","11","12.9","1014.2","-","-"
"2025/03/13","22:00","8.8","285","11.2","13","1013.8","-","-"
"2025/03/13","23:00","9.7","284","12.2","13","1013.8","-","-"
"2025/03/14","00:00","7.1","290","10","12.8","1013.9","-","-"
"2025/03/14","01:00","8.4","281","10","12.6","1014.3","-","-"
"2025/03/14","02:00","8.8","280","11.6","12.5","1014.9","-","-"
"2025/03/14","03:00","7.4","281","9.9","12.4","1015.6","-","-"
"2025/03/14","04:00","7.5","278","9","12.5","1016.7","-","-"
"2025/03/14","05:00","8.2","274","9.4","12.5","1017.3","-","-"
"2025/03/14","06:00","8.9","281","10.5","12.3","1017.8","-","-"
"2025/03/14","07:00","6.7","289","8.6","12.3","1017.9","-","-"
"2025/03/14","08:00","6.9","281","9","12.2","1017.9","-","-"
"2025/03/14","09:00","7.3","283","8.3","12.2","1017.4","-","-"
"2025/03/14","10:00","5.5","291","7.8","12.3","1016.9","-","-"
"2025/03/14","11:00","6.4","293","7.9","12.1","1017.1","-","-"
"2025/03/14","12:00","6.2","293","7.4","12.1","1016.8","-","-"
"2025/03/14","13:00","5.7","305","6.9","12.1","1017.2","-","-"
"2025/03/14","14:00","6.1","318","6.8","12.1","1017.7","-","-"
"2025/03/14","15:00","4.9","283","6.1","12","1018.4","-","-"
"2025/03/14","16:00","2.4","23","3.2","11.4","1018.8","-","-"
"2025/03/14","17:00","0","56","1.5","12.5","1018.9","-","-"
"2025/03/14","18:00","1.9","217","2.5","12.8","1018.9","-","-"
"2025/03/14","19:00","2.5","225","4.5","12.8","1019.1","-","-"
"2025/03/14","20:00","4.6","183","7.5","11.4","1018.9","-","-"
"2025/03/14","21:00","6.6","189","8.2","12.4","1017.8","-","-"
"2025/03/14","22:00","6.4","181","8.4","11.5","1017.1","-","-"
"2025/03/14","23:00","4.5","159","6.7","11.1","1016","-","-"
"2025/03/15","00:00","8.6","166","10.7","11.2","1014.6","-","-"
"2025/03/15","01:00","9.9","168","11.9","11.6","1014.2","-","-"
"2025/03/15","02:00","9.1","156","11.7","12.1","1013.8","-","-"
"2025/03/15","03:00","5.7","245","6.6","13.8","1014.1","-","-"
"2025/03/15","04:00","4.7","260","5.8","13.7","1015","-","-"
"2025/03/15","05:00","4.8","276","6.4","13.1","1015.3","-","-"
"2025/03/15","06:00","5.3","269","6.3","13.3","1015.7","-","-"
"2025/03/15","07:00","6.9","307","8.2","13","1016.1","-","-"
"2025/03/15","08:00","7.3","300","8.6","12.6","1016.3","-","-"
"2025/03/15","09:00","8.2","295","9.4","12.7","1016.6","-","-"
"2025/03/15","10:00","5.6","307","6.7","12.8","1016.3","-","-"
"2025/03/15","11:00","3.3","327","3.8","12.5","1016.3","-","-"
"2025/03/15","12:00","6.3","310","7","12.7","1016.6","-","-"
"2025/03/15","13:00","3.2","320","3.9","12.8","1017","-","-"
"2025/03/15","14:00","3.7","89","4.6","11.7","1017.7","-","-"
"2025/03/15","15:00","3.1","108","4.5","11.5","1018.2","-","-"
"2025/03/15","16:00","2.5","124","3.2","13.4","1018.8","-","-"
"2025/03/15","17:00","2.2","196","2.8","13.3","1019.1","-","-"
"2025/03/15","18:00","4.2","239","4.4","13.2","1019.7","-","-"
"2025/03/15","19:00","2.7","267","3.4","13.8","1020.1","-","-"
"2025/03/15","20:00","3.1","269","3.5","13.7","1020.2","-","-"
"2025/03/15","21:00","2.8","283","3.5","14.2","1019.6","-","-"
"2025/03/15","22:00","2.4","292","3.4","14.8","1019.4","-","-"
"2025/03/15","23:00","3.2","305","3.8","14.4","1018.8","-","-"
"2025/03/16","00:00","4","293","4.7","14.5","1018.7","-","-"
"2025/03/16","01:00","4.6","293","5.5","14.2","1018.8","-","-"
"2025/03/16","02:00","5.1","296","5.6","13.5","1019.2","-","-"
"2025/03/16","03:00","3.1","293","5","13.4","1020.1","-","-"
"2025/03/16","04:00","3.3","306","3.7","13.4","1021.1","-","-"
"2025/03/16","05:00","1.8","338","2.2","13.3","1021.4","-","-"
"2025/03/16","06:00","0.4","114","0.9","12.2","1021.6","-","-"
"2025/03/16","07:00","1.7","103","2.6","11.6","1021.7","-","-"
"2025/03/16","08:00","2","84","2.3","12.2","1021.6","-","-"
"2025/03/16","09:00","3.4","82","4.4","11.9","1021.3","-","-"
"2025/03/16","10:00","0.6","93","2.6","11","1021.2","-","-"
"2025/03/16","11:00","5.1","90","5.7","10.7","1020.3","-","-"
"2025/03/16","12:00","4.8","94","5.5","10.1","1019.8","-","-"
"2025/03/16","13:00","1.8","137","2.3","9.7","1020.2","-","-"
"2025/03/16","14:00","0","306","0.6","10.2","1020.2","-","-"
"2025/03/16","15:00","0","107","0.7","13.5","1020.5","-","-"
"2025/03/16","16:00","0.4","234","0.6","13.8","1021.3","-","-"
"2025/03/16","17:00","0","335","0.3","15.1","1021.7","-","-"
"2025/03/16","18:00","1.4","334","1.7","14.1","1021.8","-","-"
"2025/03/16","19:00","1.2","290","1.7","15","1021.7","-","-"
"2025/03/16","20:00","4.2","277","4.7","13.7","1021.9","-","-"
"2025/03/16","21:00","2.3","263","2.7","14","1021.1","-","-"
"2025/03/16","22:00","3.5","259","4.1","14.1","1021","-","-"
"2025/03/16","23:00","1.7","323","2.3","15","1020.5","-","-"
"2025/03/17","00:00","1.3","288","1.6","16.7","1019.6","-","-"
"2025/03/17","01:00","1.1","261","1.5","15","1019.9","-","-"
"2025/03/17","02:00","1.3","258","1.4","13.8","1019.7","-","-"
"2025/03/17","03:00","2.9","282","3.3","13.4","1020.5","-","-"
"2025/03/17","04:00","2.1","335","2.2","13.5","1020.5","-","-"
"2025/03/17","05:00","2.5","326","2.8","13.7","1020.5","-","-"
"2025/03/17","06:00","1.8","344","2.5","13.7","1020.2","-","-"
"2025/03/17","07:00","1.3","3","1.6","13.2","1020.4","-","-"
