"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2025/02/05","15:00","4.1","99","5.3","12.3","1019","-","-"
"2025/02/05","16:00","3.6","103","4.4","12.9","1019.7","-","-"
"2025/02/05","17:00","1.8","142","3.1","15.5","1020","-","-"
"2025/02/05","18:00","0.8","287","2.2","16.1","1020.1","-","-"
"2025/02/05","19:00","1.8","7","2.3","14.8","1019.5","-","-"
"2025/02/05","20:00","1.2","5","1.8","15.1","1018.6","-","-"
"2025/02/05","21:00","1.7","23","1.9","15.3","1017.6","-","-"
"2025/02/05","22:00","0.5","268","1","17","1016.9","-","-"
"2025/02/05","23:00","0.4","336","1.2","17.7","1016.1","-","-"
"2025/02/06","00:00","0.6","254","1","18.8","1015.8","-","-"
"2025/02/06","01:00","3.1","244","3.8","14.8","1015.9","-","-"
"2025/02/06","02:00","1.6","247","2.1","14.2","1016.1","-","-"
"2025/02/06","03:00","2.4","240","2.6","13.6","1017","-","-"
"2025/02/06","04:00","0.9","44","1.2","13.7","1017.5","-","-"
"2025/02/06","05:00","0.4","31","0.7","13.8","1017.9","-","-"
"2025/02/06","06:00","0.6","211","0.8","13.8","1017.2","-","-"
"2025/02/06","07:00","0.1","83","1.1","13.8","1017.3","-","-"
"2025/02/06","08:00","0.7","59","1.1","13.9","1016.8","-","-"
"2025/02/06","09:00","0.8","32","0.9","13.6","1016.8","-","-"
"2025/02/06","10:00","1.6","159","1.7","13.6","1016.4","-","-"
"2025/02/06","11:00","1.3","126","1.4","13.9","1016","-","-"
"2025/02/06","12:00","0.8","157","1","13.9","1016.1","-","-"
"2025/02/06","13:00","1.2","220","1.3","14","1016.5","-","-"
"2025/02/06","14:00","1.3","147","1.5","13.8","1017","-","-"
"2025/02/06","15:00","1.3","95","3.3","13.5","1017.5","-","-"
"2025/02/06","16:00","1.3","139","2.2","14.3","1018.5","-","-"
"2025/02/06","17:00","1","219","1.5","15.1","1019.2","-","-"
"2025/02/06","18:00","4.3","205","5.8","15.2","1019.4","-","-"
"2025/02/06","19:00","2.7","212","3.3","15.9","1019.3","-","-"
"2025/02/06","20:00","4.5","198","5.4","15.9","1018.6","-","-"
"2025/02/06","21:00","5.3","214","6","15.9","1018","-","-"
"2025/02/06","22:00","3.9","210","4.8","14.4","1018.4","-","-"
"2025/02/06","23:00","4.8","200","5.3","15","1018","-","-"
"2025/02/07","00:00","3.1","192","3.9","15","1018.1","-","-"
"2025/02/07","01:00","1.9","196","3.5","14.5","1018.2","-","-"
"2025/02/07","02:00","1.4","175","2","14.7","1018.3","-","-"
"2025/02/07","03:00","2.6","102","3.5","15","1018.6","-","-"
"2025/02/07","04:00","4","103","5.2","15.2","1018.8","-","-"
"2025/02/07","05:00","3.4","107","5.7","15","1019.1","-","-"
"2025/02/07","06:00","5.2","115","6.3","15.3","1019.1","-","-"
"2025/02/07","07:00","4.5","118","6","15.3","1019.2","-","-"
"2025/02/07","08:00","2.6","126","3.9","15.2","1019.1","-","-"
"2025/02/07","09:00","2.1","152","3.8","15.1","1019.2","-","-"
"2025/02/07","10:00","1.6","173","3","14.5","1019.4","-","-"
"2025/02/07","11:00","3.1","146","3.9","14.4","1019","-","-"
"2025/02/07","12:00","1.5","125","4.2","14.4","1019","-","-"
"2025/02/07","13:00","2.7","135","5.7","14.4","1019","-","-"
"2025/02/07","14:00","4.5","133","5.8","14.4","1019.3","-","-"
"2025/02/07","15:00","4","112","6","14.7","1019.6","-","-"
"2025/02/07","16:00","4.2","122","5.3","15.1","1020.3","-","-"
"2025/02/07","17:00","2.6","139","3.4","15.7","1020.8","-","-"
"2025/02/07","18:00","3.9","199","4.6","15.9","1021.5","-","-"
"2025/02/07","19:00","4.5","193","5.3","15.4","1021.3","-","-"
"2025/02/07","20:00","4.5","200","5.4","15","1020.8","-","-"
"2025/02/07","21:00","0.7","288","1.9","14.8","1020.1","-","-"
"2025/02/07","22:00","3.2","311","3.9","14","1019.9","-","-"
"2025/02/07","23:00","3.9","291","5.2","13.4","1020.1","-","-"
"2025/02/08","00:00","4.5","316","5.5","12.9","1020","-","-"
"2025/02/08","01:00","3.9","301","5.4","14","1020","-","-"
"2025/02/08","02:00","2.3","18","3.8","13.7","1019.8","-","-"
"2025/02/08","03:00","2.6","29","3.3","13.4","1020.3","-","-"
"2025/02/08","04:00","2.1","29","2.7","13.3","1020.6","-","-"
"2025/02/08","05:00","1.7","25","2.3","13.4","1020.9","-","-"
"2025/02/08","06:00","1.6","33","2.1","13.2","1020.6","-","-"
"2025/02/08","07:00","0.3","302","0.7","12.8","1020.7","-","-"
"2025/02/08","08:00","2.3","28","3.2","13.5","1020.5","-","-"
"2025/02/08","09:00","0.9","173","1.1","12.7","1020.2","-","-"
"2025/02/08","10:00","1","93","1.1","12.5","1019.7","-","-"
"2025/02/08","11:00","0.1","45","0.5","12.3","1019.3","-","-"
"2025/02/08","12:00","0.4","66","0.9","11.9","1019","-","-"
"2025/02/08","13:00","0.7","146","0.9","11.7","1018.7","-","-"
"2025/02/08","14:00","0.7","80","1","11.4","1019.1","-","-"
"2025/02/08","15:00","0.3","108","0.5","11.3","1019.6","-","-"
"2025/02/08","16:00","0.3","49","0.8","12.7","1020.1","-","-"
"2025/02/08","17:00","3.4","20","4.1","13.5","1020.4","-","-"
"2025/02/08","18:00","2.9","329","3.8","13.7","1020.5","-","-"
"2025/02/08","19:00","2.7","305","3.2","13.8","1020.1","-","-"
"2025/02/08","20:00","3.4","294","3.8","14","1019.8","-","-"
"2025/02/08","21:00","3","304","3.6","13.9","1018.9","-","-"
"2025/02/08","22:00","3.8","339","4.2","13.8","1018.1","-","-"
"2025/02/08","23:00","3.8","336","4.7","13.7","1017.8","-","-"
"2025/02/09","00:00","4.4","324","4.8","13.6","1017.6","-","-"
"2025/02/09","01:00","4.8","322","5.1","13.6","1017.7","-","-"
"2025/02/09","02:00","4.6","332","5.4","13.7","1018.1","-","-"
"2025/02/09","03:00","3.4","346","3.8","13.7","1018.2","-","-"
"2025/02/09","04:00","1.5","13","2.7","13.1","1018.4","-","-"
"2025/02/09","05:00","0.6","27","0.8","12.9","1018.5","-","-"
"2025/02/09","06:00","1.8","32","2","13","1018.3","-","-"
"2025/02/09","07:00","0","216","0.4","12.6","1018.5","-","-"
"2025/02/09","08:00","0.4","113","1.2","12.4","1017.9","-","-"
"2025/02/09","09:00","1","88","1.2","12.4","1017.2","-","-"
"2025/02/09","10:00","0.5","18","0.7","12.4","1017.2","-","-"
"2025/02/09","11:00","0.1","15","0.5","12.3","1017","-","-"
"2025/02/09","12:00","1.2","101","1.6","11.9","1016.3","-","-"
"2025/02/09","13:00","1.1","61","1.3","12","1016.5","-","-"
"2025/02/09","14:00","1.6","18","1.7","12.2","1017.2","-","-"
"2025/02/09","15:00","0.5","53","0.7","12","1017.6","-","-"
"2025/02/09","16:00","0.8","27","1.6","12.4","1018.1","-","-"
"2025/02/09","17:00","2","9","2.3","13.3","1018.5","-","-"
"2025/02/09","18:00","1.8","329","2.2","13.4","1019.1","-","-"
"2025/02/09","19:00","1.7","325","1.8","14","1018.7","-","-"
"2025/02/09","20:00","1.8","11","2.4","13.7","1017.4","-","-"
"2025/02/09","21:00","1.5","20","2.3","14.1","1016.5","-","-"
"2025/02/09","22:00","1.1","348","1.6","14.6","1016.2","-","-"
"2025/02/09","23:00","2.5","322","2.8","14.4","1015.9","-","-"
"2025/02/10","00:00","2.3","338","3.3","14.2","1015.8","-","-"
"2025/02/10","01:00","1.8","351","2","14.1","1015.8","-","-"
"2025/02/10","02:00","1.1","254","1.4","14","1017.1","-","-"
"2025/02/10","03:00","0.9","24","1","13.7","1017.4","-","-"
"2025/02/10","04:00","1.4","118","1.9","13.1","1018.1","-","-"
"2025/02/10","05:00","0.6","142","1","13.1","1018.3","-","-"
"2025/02/10","06:00","0.6","100","1","13","1018.5","-","-"
"2025/02/10","07:00","1.5","104","2.1","12.2","1018.7","-","-"
"2025/02/10","08:00","1.8","119","2.6","11.9","1018.3","-","-"
"2025/02/10","09:00","1.6","128","1.9","12.6","1018","-","-"
"2025/02/10","10:00","1.8","141","2","12.2","1018","-","-"
"2025/02/10","11:00","1.6","144","1.8","12.6","1017.6","-","-"
"2025/02/10","12:00","1.1","174","1.6","12.4","1017.8","-","-"
"2025/02/10","13:00","2","156","2.3","12.4","1017.8","-","-"
"2025/02/10","14:00","2.7","250","3.3","12.9","1018.1","-","-"
"2025/02/10","15:00","1.9","126","2.5","12.2","1018.6","-","-"
"2025/02/10","16:00","3.1","117","4.1","11.9","1018.7","-","-"
"2025/02/10","17:00","1.1","155","2.7","13.3","1019.1","-","-"
"2025/02/10","18:00","1.1","291","1.7","13.8","1019.4","-","-"
"2025/02/10","19:00","3.1","214","3.8","13.8","1018.9","-","-"
"2025/02/10","20:00","4.8","260","5.8","13.3","1018.8","-","-"
"2025/02/10","21:00","4.1","267","5.1","13.1","1017.7","-","-"
"2025/02/10","22:00","3.8","266","4.6","13.3","1017.1","-","-"
"2025/02/10","23:00","3.1","267","3.9","13.6","1016.5","-","-"
"2025/02/11","00:00","3.4","239","3.9","13.1","1016.6","-","-"
"2025/02/11","01:00","1.8","266","2.3","12.7","1016.9","-","-"
"2025/02/11","02:00","2","274","3.2","12.9","1017.5","-","-"
"2025/02/11","03:00","0.5","37","1.1","12.9","1017.3","-","-"
"2025/02/11","04:00","4.5","223","4.9","13","1017.8","-","-"
"2025/02/11","05:00","4.1","189","4.5","12.7","1017.6","-","-"
"2025/02/11","06:00","3.2","179","5","12.6","1017.4","-","-"
"2025/02/11","07:00","2.4","165","3.1","12.5","1017.3","-","-"
"2025/02/11","08:00","2","138","2.3","12.2","1016.7","-","-"
"2025/02/11","09:00","2.2","136","3","11.8","1016.2","-","-"
"2025/02/11","10:00","2.4","133","3.2","11.7","1015.5","-","-"
"2025/02/11","11:00","2","140","2.4","11.9","1015.5","-","-"
"2025/02/11","12:00","2.9","154","3.9","11.8","1015.3","-","-"
"2025/02/11","13:00","3.6","164","5.5","12","1015.1","-","-"
"2025/02/11","14:00","2.7","165","3.3","12.1","1015","-","-"
"2025/02/11","15:00","3.4","177","4.7","12.3","1015.3","-","-"
"2025/02/11","16:00","5.9","271","6.6","12.6","1015.5","-","-"
"2025/02/11","17:00","6.6","257","8","12.6","1016.1","-","-"
"2025/02/11","18:00","4.7","247","6.3","12.7","1016.5","-","-"
"2025/02/11","19:00","5.8","258","7.1","12.8","1016.3","-","-"
"2025/02/11","20:00","7.4","266","8.3","12.4","1015.5","-","-"
"2025/02/11","21:00","6.4","261","8.1","12.5","1014.9","-","-"
"2025/02/11","22:00","5.8","269","7.8","12.6","1014.2","-","-"
"2025/02/11","23:00","4.8","263","5.4","12.7","1014","-","-"
"2025/02/12","00:00","5.6","257","6.3","12.4","1013.4","-","-"
"2025/02/12","01:00","3.8","239","5.2","12.2","1013.8","-","-"
"2025/02/12","02:00","2.3","228","3.1","12.3","1014","-","-"
"2025/02/12","03:00","2.4","134","3.1","12.1","1014.3","-","-"
"2025/02/12","04:00","1.9","160","2.5","11.8","1013.9","-","-"
"2025/02/12","05:00","2.4","149","2.8","11.6","1014.7","-","-"
"2025/02/12","06:00","2.1","139","2.6","11.6","1014.5","-","-"
"2025/02/12","07:00","2","136","2.5","11.8","1014.3","-","-"
"2025/02/12","08:00","1.4","156","2.1","12.1","1014.3","-","-"
"2025/02/12","09:00","5.2","245","5.6","12.7","1014.3","-","-"
"2025/02/12","10:00","5.5","243","5.9","12.7","1014.4","-","-"
"2025/02/12","11:00","6.1","271","6.9","12.7","1014.5","-","-"
"2025/02/12","12:00","3.8","273","4.9","12.5","1013.7","-","-"
"2025/02/12","13:00","4.2","263","4.6","12.5","1013.7","-","-"
"2025/02/12","14:00","2.8","242","3.5","12.5","1014.3","-","-"
"2025/02/12","15:00","4.3","272","5.3","10.7","1015.2","-","-"
"2025/02/12","16:00","2.7","236","3.3","10.2","1016","-","-"
"2025/02/12","17:00","1.4","185","1.9","10.2","1016.2","-","-"
"2025/02/12","18:00","1.3","190","2.5","10.8","1016.5","-","-"
"2025/02/12","19:00","3.8","168","5.4","10.9","1016.1","-","-"
"2025/02/12","20:00","6.1","162","7.6","11.3","1015.2","-","-"
"2025/02/12","21:00","7.9","168","10.9","11.1","1014.3","-","-"
"2025/02/12","22:00","5.2","152","8.6","11.5","1013.7","-","-"
"2025/02/12","23:00","6.3","157","9.3","11.8","1013.3","-","-"
"2025/02/13","00:00","9.3","162","13.2","11.8","1013","-","-"
"2025/02/13","01:00","7.8","160","12.5","12.3","1012.9","-","-"
"2025/02/13","02:00","8.3","166","12.4","12.4","1012.9","-","-"
"2025/02/13","03:00","8.6","158","11.3","12.7","1013.5","-","-"
"2025/02/13","04:00","8.4","162","10.2","12.9","1014.6","-","-"
"2025/02/13","05:00","7.8","160","9.4","13","1015.6","-","-"
"2025/02/13","06:00","7.8","155","10.6","12.8","1015.8","-","-"
"2025/02/13","07:00","6.9","164","8.7","12.9","1016.3","-","-"
"2025/02/13","08:00","8.4","159","10.1","12.8","1015.8","-","-"
"2025/02/13","09:00","7.3","155","9.3","12.8","1015.1","-","-"
"2025/02/13","10:00","6.4","158","8.6","13","1015.5","-","-"
"2025/02/13","11:00","7.2","161","9.7","13","1015.6","-","-"
"2025/02/13","12:00","7","157","9.6","13.1","1015.2","-","-"
"2025/02/13","13:00","8.7","160","10.4","13.2","1015.7","-","-"
"2025/02/13","14:00","7","164","9","13.4","1016.5","-","-"
"2025/02/13","15:00","8.5","158","11","13.4","1017.1","-","-"
"2025/02/13","16:00","5.8","180","8.4","13.6","1018.1","-","-"
"2025/02/13","17:00","5.2","174","6.4","13.9","1018.3","-","-"
"2025/02/13","18:00","5.3","159","7.1","14.1","1018.3","-","-"
"2025/02/13","19:00","5","157","6.5","14.3","1018.8","-","-"
"2025/02/13","20:00","5.9","186","7.8","14.8","1018.3","-","-"
"2025/02/13","21:00","5.7","165","7.2","15","1017.4","-","-"
"2025/02/13","22:00","4.9","171","6.5","14.9","1017.4","-","-"
"2025/02/13","23:00","6.6","167","9","14.7","1017.4","-","-"
"2025/02/14","00:00","7.3","163","10.5","14.6","1016.6","-","-"
"2025/02/14","01:00","8.2","166","12.5","14.6","1016.3","-","-"
"2025/02/14","02:00","11","172","14.5","14.4","1016.6","-","-"
"2025/02/14","03:00","10.3","165","15.1","14.5","1017.1","-","-"
"2025/02/14","04:00","9.8","177","14","14.5","1017.1","-","-"
"2025/02/14","05:00","11.9","175","16.8","14.6","1017.1","-","-"
"2025/02/14","06:00","9.7","186","14.3","14.7","1017.1","-","-"
"2025/02/14","07:00","8.5","210","10.1","14.4","1018","-","-"
"2025/02/14","08:00","5.9","184","6.5","14","1018","-","-"
"2025/02/14","09:00","3.4","198","4.3","14.7","1018.4","-","-"
"2025/02/14","10:00","3.2","221","4.1","14.3","1018.6","-","-"
"2025/02/14","11:00","3","191","3.8","13.9","1018.3","-","-"
"2025/02/14","12:00","2.8","228","3.8","14","1018.7","-","-"
"2025/02/14","13:00","3","224","3.6","14","1019.1","-","-"
"2025/02/14","14:00","2.9","192","3.6","13.9","1019.5","-","-"
"2025/02/14","15:00","3.1","202","4.1","13.9","1020.3","-","-"
"2025/02/14","16:00","2.2","217","3.3","14.1","1021.3","-","-"
"2025/02/14","17:00","4.6","213","5.2","14.2","1021.8","-","-"
"2025/02/14","18:00","3.7","208","4.2","14.2","1021.7","-","-"
"2025/02/14","19:00","3.3","257","3.8","14.4","1022.1","-","-"
"2025/02/14","20:00","2.4","272","3","14.8","1021.7","-","-"
"2025/02/14","21:00","4.4","280","5.4","14.4","1021","-","-"
"2025/02/14","22:00","4.2","290","5.6","14.6","1020.6","-","-"
"2025/02/14","23:00","4.7","301","6.2","14.4","1020.6","-","-"
"2025/02/15","00:00","3.8","284","4.5","14.6","1020.1","-","-"
"2025/02/15","01:00","3.9","299","4.8","14.1","1020.7","-","-"
"2025/02/15","02:00","6.9","292","7.9","13.7","1020.8","-","-"
"2025/02/15","03:00","6.1","286","7.5","13.4","1021","-","-"
"2025/02/15","04:00","6.9","290","8.9","13.4","1020.8","-","-"
"2025/02/15","05:00","5.6","318","7","13.4","1021.8","-","-"
"2025/02/15","06:00","3.6","316","4.4","13.4","1022.1","-","-"
"2025/02/15","07:00","2.5","286","3.9","13.2","1022.1","-","-"
"2025/02/15","08:00","1.5","146","1.8","12.1","1021.9","-","-"
"2025/02/15","09:00","3.9","89","5","11.2","1021.6","-","-"
"2025/02/15","10:00","0.9","158","2.1","11","1021.7","-","-"
"2025/02/15","11:00","1.1","103","1.7","11.1","1021.5","-","-"
"2025/02/15","12:00","1.8","113","2.7","10.9","1021.6","-","-"
"2025/02/15","13:00","2.6","100","3.9","10.5","1022.1","-","-"
"2025/02/15","14:00","4.7","88","6.1","10.2","1022.6","-","-"
"2025/02/15","15:00","4.4","92","5.4","10.2","1023.5","-","-"
"2025/02/15","16:00","3.3","90","4.4","11.6","1024.1","-","-"
"2025/02/15","17:00","0.4","321","0.6","15.7","1024.6","-","-"
"2025/02/15","18:00","1","322","1.4","14.5","1024.4","-","-"
"2025/02/15","19:00","2.4","325","3.1","13.7","1024.2","-","-"
"2025/02/15","20:00","3","318","3.9","13.6","1023.4","-","-"
"2025/02/15","21:00","4.3","324","5.1","13.5","1022.6","-","-"
"2025/02/15","22:00","4","336","4.7","13.7","1022","-","-"
"2025/02/15","23:00","4.1","332","4.8","14","1021.7","-","-"
"2025/02/16","00:00","4.8","349","5.6","13.9","1021.5","-","-"
"2025/02/16","01:00","3.7","353","4.7","13.9","1021.4","-","-"
"2025/02/16","02:00","3.3","349","4.1","13.8","1021.8","-","-"
"2025/02/16","03:00","2.3","12","2.6","13.5","1022","-","-"
"2025/02/16","04:00","2.7","10","3.5","13.6","1022.6","-","-"
"2025/02/16","05:00","1.2","31","1.4","13.4","1022.6","-","-"
"2025/02/16","06:00","0.1","335","0.7","12.9","1021.9","-","-"
"2025/02/16","07:00","1.6","80","2.6","12.9","1021.3","-","-"
"2025/02/16","08:00","0.3","151","1.2","12.5","1020.7","-","-"
"2025/02/16","09:00","0.3","106","1.4","12.3","1020.2","-","-"
"2025/02/16","10:00","1.3","118","1.9","12.2","1019.6","-","-"
"2025/02/16","11:00","1.1","119","1.5","11.9","1019.4","-","-"
"2025/02/16","12:00","3","91","4.2","11.8","1019.1","-","-"
"2025/02/16","13:00","1.3","140","1.7","12.2","1019.3","-","-"
"2025/02/16","14:00","1.5","147","2","12","1019.2","-","-"
"2025/02/16","15:00","0.4","155","1.2","12.1","1019.6","-","-"
"2025/02/16","16:00","0.7","168","1.1","12.9","1020","-","-"
"2025/02/16","17:00","0.5","182","0.9","15.7","1019.6","-","-"
"2025/02/16","18:00","0.5","26","1.5","15.3","1019.1","-","-"
"2025/02/16","19:00","0","211","0.2","20.1","1018.3","-","-"
"2025/02/16","20:00","2.3","332","2.5","14.9","1018","-","-"
"2025/02/16","21:00","2.6","336","2.9","14.5","1016.8","-","-"
"2025/02/16","22:00","2","321","2.3","14.9","1015.6","-","-"
"2025/02/16","23:00","1.4","353","1.6","14.8","1015","-","-"
"2025/02/17","00:00","1.6","328","1.8","14.9","1015","-","-"
"2025/02/17","01:00","1.2","1","1.8","14.9","1014.9","-","-"
"2025/02/17","02:00","0.7","341","1","14.5","1015","-","-"
"2025/02/17","03:00","0.5","148","0.7","13.5","1015","-","-"
"2025/02/17","04:00","1","96","1.3","13.9","1015","-","-"
"2025/02/17","05:00","0.7","167","1","13.8","1015.2","-","-"
"2025/02/17","06:00","0.6","197","1.1","13.6","1015.3","-","-"
"2025/02/17","07:00","0.3","101","0.6","13.6","1015.4","-","-"
"2025/02/17","08:00","0.7","113","1.2","12.9","1014.9","-","-"
