"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2025/01/04","22:00","2.2","299","3","14.3","1018.4","-","-"
"2025/01/04","23:00","3.1","340","3.4","13.7","1018.6","-","-"
"2025/01/05","00:00","2.2","332","3","14.1","1018.5","-","-"
"2025/01/05","01:00","3.6","337","4.3","13.7","1018.7","-","-"
"2025/01/05","02:00","2.7","354","3.7","13.8","1018.8","-","-"
"2025/01/05","03:00","2.3","24","2.6","13.4","1019.2","-","-"
"2025/01/05","04:00","1.3","27","1.7","13.3","1019.2","-","-"
"2025/01/05","05:00","1.9","30","2.3","13.5","1019.6","-","-"
"2025/01/05","06:00","2.4","30","2.9","13.5","1019.8","-","-"
"2025/01/05","07:00","0.8","143","1.1","12.9","1019.2","-","-"
"2025/01/05","08:00","0.6","94","0.8","11.8","1019.2","-","-"
"2025/01/05","09:00","1.3","161","1.4","11.4","1019.1","-","-"
"2025/01/05","10:00","0.2","185","1","11.8","1019.1","-","-"
"2025/01/05","11:00","2.8","82","3.8","11.3","1018.9","-","-"
"2025/01/05","12:00","0.9","115","2.5","11.2","1018.8","-","-"
"2025/01/05","13:00","0.8","96","1.1","11.3","1019","-","-"
"2025/01/05","14:00","0.8","172","1.3","10.5","1019.5","-","-"
"2025/01/05","15:00","0.2","71","0.7","11.9","1019.8","-","-"
"2025/01/05","16:00","0.6","8","1.1","13.8","1020.5","-","-"
"2025/01/05","17:00","1.5","25","1.6","14.3","1020.8","-","-"
"2025/01/05","18:00","0","276","0.7","15.6","1021.1","-","-"
"2025/01/05","19:00","0.3","273","0.8","17.3","1020.5","-","-"
"2025/01/05","20:00","0.2","36","0.4","18.4","1019.8","-","-"
"2025/01/05","21:00","1.3","334","1.4","15.8","1019","-","-"
"2025/01/05","22:00","1.4","347","1.9","15","1018.4","-","-"
"2025/01/05","23:00","0.9","3","1","15.8","1018.2","-","-"
"2025/01/06","00:00","1.2","5","1.9","15.2","1018.6","-","-"
"2025/01/06","01:00","1.5","353","1.9","14.7","1019.1","-","-"
"2025/01/06","02:00","1.4","155","1.8","15.2","1019.2","-","-"
"2025/01/06","03:00","0.8","10","1.5","15.5","1019.5","-","-"
"2025/01/06","04:00","1","180","1.2","14.7","1019.5","-","-"
"2025/01/06","05:00","1.1","169","1.4","15","1019.9","-","-"
"2025/01/06","06:00","0","168","0.4","14.4","1020.1","-","-"
"2025/01/06","07:00","1.2","25","1.8","14","1019.9","-","-"
"2025/01/06","08:00","0.7","44","1","13.9","1019.4","-","-"
"2025/01/06","09:00","0.1","158","0.8","12.4","1019.4","-","-"
"2025/01/06","10:00","1.5","147","1.7","13.3","1019.6","-","-"
"2025/01/06","11:00","0.6","228","1","14.2","1019","-","-"
"2025/01/06","12:00","1.1","177","1.9","14.3","1018.1","-","-"
"2025/01/06","13:00","1.1","181","1.6","13.1","1018.5","-","-"
"2025/01/06","14:00","1.2","154","2.6","13.4","1018.4","-","-"
"2025/01/06","15:00","0.3","347","0.6","13.4","1019.1","-","-"
"2025/01/06","16:00","0","183","0.2","18.5","1019.4","-","-"
"2025/01/06","17:00","0.1","314","0.4","19.7","1019.6","-","-"
"2025/01/06","18:00","0","218","0","19.7","1019.4","-","-"
"2025/01/06","19:00","0.7","337","0.8","16.7","1018.8","-","-"
"2025/01/06","20:00","0.2","58","0.5","19.8","1017.8","-","-"
"2025/01/06","21:00","0.3","326","0.5","17.5","1016.8","-","-"
"2025/01/06","22:00","0.1","247","0.4","19.4","1016.4","-","-"
"2025/01/06","23:00","0.9","256","1.2","18.7","1015.9","-","-"
"2025/01/07","00:00","1.4","247","1.8","17.2","1016.1","-","-"
"2025/01/07","01:00","0.2","120","1.1","16","1015.9","-","-"
"2025/01/07","02:00","2","141","3.1","15.6","1016.1","-","-"
"2025/01/07","03:00","3.3","144","4.6","14.7","1015.6","-","-"
"2025/01/07","04:00","2.6","118","3.1","14.3","1014.9","-","-"
"2025/01/07","05:00","1","153","1.9","13.9","1014.9","-","-"
"2025/01/07","06:00","1.8","148","3.6","14.2","1015.1","-","-"
"2025/01/07","07:00","3.1","128","4.3","14","1014.9","-","-"
"2025/01/07","08:00","2.1","106","2.8","13.6","1014.4","-","-"
"2025/01/07","09:00","3.1","108","4.3","13.5","1013.8","-","-"
"2025/01/07","10:00","3.6","85","5.8","13.1","1013.1","-","-"
"2025/01/07","11:00","1.8","137","3.8","13","1012.3","-","-"
"2025/01/07","12:00","2.3","119","3.2","13.1","1012.5","-","-"
"2025/01/07","13:00","2.6","59","3.6","12.6","1012.9","-","-"
"2025/01/07","14:00","3.3","70","5.2","12.2","1013","-","-"
"2025/01/07","15:00","3.9","79","5.4","12.4","1013.4","-","-"
"2025/01/07","16:00","1.1","167","3.4","12.9","1013.8","-","-"
"2025/01/07","17:00","1.5","105","2.9","15.8","1014","-","-"
"2025/01/07","18:00","1.3","306","1.9","16.2","1014.2","-","-"
"2025/01/07","19:00","0.9","286","2.2","15.7","1014","-","-"
"2025/01/07","20:00","4.4","302","4.7","14.9","1012.9","-","-"
"2025/01/07","21:00","2.8","283","3.6","15.2","1012.1","-","-"
"2025/01/07","22:00","2","305","3","15.5","1011.8","-","-"
"2025/01/07","23:00","0.1","229","0.5","19.3","1011.8","-","-"
"2025/01/08","00:00","1.1","30","1.6","17.2","1011.5","-","-"
"2025/01/08","01:00","2.4","13","4","17.5","1011.9","-","-"
"2025/01/08","02:00","4.7","34","6.1","19","1012.6","-","-"
"2025/01/08","03:00","2.7","27","4.1","18.4","1013.5","-","-"
"2025/01/08","04:00","4.7","43","5.7","17.9","1014.5","-","-"
"2025/01/08","05:00","4","24","5","16.9","1015","-","-"
"2025/01/08","06:00","2.5","30","3.3","16.3","1015.9","-","-"
"2025/01/08","07:00","2.5","340","3.8","16","1015.9","-","-"
"2025/01/08","08:00","3.2","29","4","16.1","1015.6","-","-"
"2025/01/08","09:00","3.9","45","5.5","16.4","1015","-","-"
"2025/01/08","10:00","1.3","145","1.9","13.7","1015","-","-"
"2025/01/08","11:00","5.3","22","5.6","15.4","1015.4","-","-"
"2025/01/08","12:00","2.8","22","3.5","14.5","1016","-","-"
"2025/01/08","13:00","2.7","167","3.3","12.8","1016.3","-","-"
"2025/01/08","14:00","3.4","1","4.2","14.9","1016.9","-","-"
"2025/01/08","15:00","0.8","47","1.7","14","1017.9","-","-"
"2025/01/08","16:00","0.6","326","1.6","16.1","1018.2","-","-"
"2025/01/08","17:00","0.8","189","1.2","16.8","1018.8","-","-"
"2025/01/08","18:00","2.9","3","4.3","15.8","1019.3","-","-"
"2025/01/08","19:00","3.8","340","5.1","16.8","1019.1","-","-"
"2025/01/08","20:00","5.6","309","6.3","17.6","1018.5","-","-"
"2025/01/08","21:00","1.3","4","3.2","17.4","1017.4","-","-"
"2025/01/08","22:00","2.7","306","3.5","18","1017","-","-"
"2025/01/08","23:00","0.9","298","1.2","18.9","1016.9","-","-"
"2025/01/09","00:00","2","270","3.3","18.9","1016.5","-","-"
"2025/01/09","01:00","0.6","31","1.8","17.5","1016.9","-","-"
"2025/01/09","02:00","1.1","96","1.7","17.4","1017.6","-","-"
"2025/01/09","03:00","1.9","84","2.2","16.5","1017.9","-","-"
"2025/01/09","04:00","4.6","82","5.8","17.6","1017.9","-","-"
"2025/01/09","05:00","5.7","94","7.1","16.4","1018.2","-","-"
"2025/01/09","06:00","2","93","2.4","16.4","1019.1","-","-"
"2025/01/09","07:00","2.5","79","3","15.3","1018.7","-","-"
"2025/01/09","08:00","2.1","207","2.3","14.1","1018.7","-","-"
"2025/01/09","09:00","1.4","241","3","14","1018.5","-","-"
"2025/01/09","10:00","2","83","3","14.4","1018.2","-","-"
"2025/01/09","11:00","1.3","69","2.1","14.7","1018.2","-","-"
"2025/01/09","12:00","2.8","359","3.6","13.2","1018.2","-","-"
"2025/01/09","13:00","1.6","81","2.1","11.5","1018.3","-","-"
"2025/01/09","14:00","1.1","91","1.6","12.5","1018.7","-","-"
"2025/01/09","15:00","1.8","93","3.5","12.7","1019.1","-","-"
"2025/01/09","16:00","2.1","118","3.2","13.2","1019.5","-","-"
"2025/01/09","17:00","0.2","271","1.2","15.8","1019.9","-","-"
"2025/01/09","18:00","0.5","285","1.4","15.2","1020.2","-","-"
"2025/01/09","19:00","0.7","272","1.4","15.5","1019.8","-","-"
"2025/01/09","20:00","0.4","11","0.9","15.7","1018.8","-","-"
"2025/01/09","21:00","0","3","0.4","16.9","1018.2","-","-"
"2025/01/09","22:00","0.1","315","0.6","18.2","1017.5","-","-"
"2025/01/09","23:00","0","196","0.4","19.4","1017.6","-","-"
"2025/01/10","00:00","0.7","146","0.7","18.2","1017.8","-","-"
"2025/01/10","01:00","0.6","7","1","15.6","1018.5","-","-"
"2025/01/10","02:00","1.8","132","2.1","15.3","1019.3","-","-"
"2025/01/10","03:00","3.3","113","4.3","14.2","1020","-","-"
"2025/01/10","04:00","1.1","132","1.5","13.5","1021.2","-","-"
"2025/01/10","05:00","1.2","11","1.6","13.3","1022.2","-","-"
"2025/01/10","06:00","0.9","104","1.2","12.7","1022.8","-","-"
"2025/01/10","07:00","1.3","15","2.7","14.4","1022.9","-","-"
"2025/01/10","08:00","2","5","2.6","15.6","1022.8","-","-"
"2025/01/10","09:00","1.8","3","3.5","14.3","1023.4","-","-"
"2025/01/10","10:00","1","2","1.3","13.4","1023.9","-","-"
"2025/01/10","11:00","0.2","109","1.5","12.9","1024","-","-"
"2025/01/10","12:00","2.6","79","3.2","16.6","1024.6","-","-"
"2025/01/10","13:00","1.7","177","2.6","15.4","1024.7","-","-"
"2025/01/10","14:00","4.9","92","6.7","16.6","1024.5","-","-"
"2025/01/10","15:00","6.4","46","8.4","16.9","1024.9","-","-"
"2025/01/10","16:00","6.2","60","8.9","17.2","1025.6","-","-"
"2025/01/10","17:00","3.1","25","3.5","14.2","1026.5","-","-"
"2025/01/10","18:00","3.7","24","4.1","14.8","1026.6","-","-"
"2025/01/10","19:00","2.4","21","2.9","14.8","1026.3","-","-"
"2025/01/10","20:00","1.6","15","1.8","15.3","1025.1","-","-"
"2025/01/10","21:00","0.1","267","0.6","18.6","1024.3","-","-"
"2025/01/10","22:00","1.3","341","2.6","16.7","1024","-","-"
"2025/01/10","23:00","1","354","1.4","17","1023.9","-","-"
"2025/01/11","00:00","1.2","25","2.4","16.4","1023.9","-","-"
"2025/01/11","01:00","2.9","22","3.2","15.4","1023.7","-","-"
"2025/01/11","02:00","3.6","10","3.9","15.2","1023.5","-","-"
"2025/01/11","03:00","3.3","20","3.6","15.1","1023.4","-","-"
"2025/01/11","04:00","1","27","1.4","14.3","1023","-","-"
"2025/01/11","05:00","0.9","91","1.2","13.6","1022.6","-","-"
"2025/01/11","06:00","0.9","95","1.5","13.2","1022.3","-","-"
"2025/01/11","07:00","0","139","0.6","12.6","1022.1","-","-"
"2025/01/11","08:00","1.2","146","1.3","13.3","1021.3","-","-"
"2025/01/11","09:00","3.6","103","3.8","12.1","1020.8","-","-"
"2025/01/11","10:00","3.1","103","3.4","11.6","1020.4","-","-"
"2025/01/11","11:00","4.9","98","5.9","11","1019.7","-","-"
"2025/01/11","12:00","4.7","103","6.1","11","1019.1","-","-"
"2025/01/11","13:00","3.8","107","5.2","11.2","1018.6","-","-"
"2025/01/11","14:00","3.9","107","6.2","10.7","1018.6","-","-"
"2025/01/11","15:00","5.3","97","6.2","10.5","1018.5","-","-"
"2025/01/11","16:00","4.5","115","5.5","12.1","1018.6","-","-"
"2025/01/11","17:00","4.2","117","6","13.8","1018.8","-","-"
"2025/01/11","18:00","2.2","148","2.8","16","1018.5","-","-"
"2025/01/11","19:00","4","246","4.2","14.5","1017.3","-","-"
"2025/01/11","20:00","3.3","250","3.7","13.9","1016.1","-","-"
"2025/01/11","21:00","2.4","247","2.6","14.2","1014.5","-","-"
"2025/01/11","22:00","1.7","307","2.3","14.9","1014","-","-"
"2025/01/11","23:00","3.8","332","4.3","14.3","1013.7","-","-"
"2025/01/12","00:00","3.6","348","4.2","14","1013.7","-","-"
"2025/01/12","01:00","2.7","5","3.1","13.8","1013.6","-","-"
"2025/01/12","02:00","2.8","24","3.2","13.5","1013.8","-","-"
"2025/01/12","03:00","0.5","66","0.9","12.8","1014.3","-","-"
"2025/01/12","04:00","3.2","36","3.8","14.1","1015.1","-","-"
"2025/01/12","05:00","1.1","119","1.3","12.8","1015.1","-","-"
"2025/01/12","06:00","1","25","1.2","12.8","1015.9","-","-"
"2025/01/12","07:00","1.8","191","3.6","12.4","1015.3","-","-"
"2025/01/12","08:00","1.5","112","2.7","14","1015.1","-","-"
"2025/01/12","09:00","0.3","242","0.9","12.4","1016","-","-"
"2025/01/12","10:00","0.7","46","1.1","12.4","1015.8","-","-"
"2025/01/12","11:00","0.9","49","1.8","13.2","1015.8","-","-"
"2025/01/12","12:00","0.1","76","1.3","12.8","1015.7","-","-"
"2025/01/12","13:00","1.2","8","1.4","12.2","1015.8","-","-"
"2025/01/12","14:00","1.2","179","2.3","11.3","1016.6","-","-"
"2025/01/12","15:00","0.8","132","1.5","12.1","1017.8","-","-"
"2025/01/12","16:00","1.5","139","1.6","13.6","1018.3","-","-"
"2025/01/12","17:00","0.9","289","1.3","15.6","1018.8","-","-"
"2025/01/12","18:00","1","343","1.3","15","1018.8","-","-"
"2025/01/12","19:00","0.7","359","1","15.5","1018.4","-","-"
"2025/01/12","20:00","1","267","1.2","16.5","1017.8","-","-"
"2025/01/12","21:00","1.1","178","1.3","15.4","1017.2","-","-"
"2025/01/12","22:00","0.6","170","1","17.3","1016.9","-","-"
"2025/01/12","23:00","3.1","223","3.7","15.9","1016.9","-","-"
"2025/01/13","00:00","1.5","310","1.9","16.5","1017.2","-","-"
"2025/01/13","01:00","1.9","12","1.9","14.3","1017.4","-","-"
"2025/01/13","02:00","2.1","21","2.4","14.2","1018","-","-"
"2025/01/13","03:00","0.2","51","0.9","13.3","1018.7","-","-"
"2025/01/13","04:00","1.1","84","1.6","13.1","1018.8","-","-"
"2025/01/13","05:00","4.3","86","5.2","13.1","1019.2","-","-"
"2025/01/13","06:00","2.1","142","3.2","12.1","1019.9","-","-"
"2025/01/13","07:00","3","96","4","11.8","1020","-","-"
"2025/01/13","08:00","5.3","92","5.8","11.6","1019.6","-","-"
"2025/01/13","09:00","6","89","6.8","11.8","1019.4","-","-"
"2025/01/13","10:00","5.6","86","6.5","11.8","1019.6","-","-"
"2025/01/13","11:00","4.9","84","5.7","12.6","1019.8","-","-"
"2025/01/13","12:00","4.4","74","5.5","12.8","1019.7","-","-"
"2025/01/13","13:00","4.5","90","5.5","11.5","1019.9","-","-"
"2025/01/13","14:00","0.5","184","1.6","10.8","1020.7","-","-"
"2025/01/13","15:00","1","170","2","9.7","1021.3","-","-"
"2025/01/13","16:00","1.6","145","1.9","13.1","1021.9","-","-"
"2025/01/13","17:00","0.8","323","1.2","14.3","1022.5","-","-"
"2025/01/13","18:00","1.7","21","2","13.6","1022.8","-","-"
"2025/01/13","19:00","2.6","6","3.1","14.2","1022.8","-","-"
"2025/01/13","20:00","0.4","32","0.6","16","1021.8","-","-"
"2025/01/13","21:00","0.5","34","1","16.7","1021.3","-","-"
"2025/01/13","22:00","0.6","202","0.8","19.1","1021.2","-","-"
"2025/01/13","23:00","0.8","213","1.2","16.9","1021.3","-","-"
"2025/01/14","00:00","1.1","20","1.6","16.3","1021.5","-","-"
"2025/01/14","01:00","3.2","353","3.4","14.4","1022","-","-"
"2025/01/14","02:00","0.5","30","0.8","13.1","1022.3","-","-"
"2025/01/14","03:00","3.4","92","4","13.9","1022.4","-","-"
"2025/01/14","04:00","1.8","194","2.6","12.9","1023.3","-","-"
"2025/01/14","05:00","1.7","223","2.3","12","1024","-","-"
"2025/01/14","06:00","0.6","51","0.8","12.4","1024.7","-","-"
"2025/01/14","07:00","0.5","90","0.9","11.6","1024.7","-","-"
"2025/01/14","08:00","0.2","284","0.7","11.3","1024.7","-","-"
"2025/01/14","09:00","3.5","77","4.4","12.1","1024.6","-","-"
"2025/01/14","10:00","1.8","125","2.4","12.2","1024.7","-","-"
"2025/01/14","11:00","0.4","60","0.9","11.1","1024.9","-","-"
"2025/01/14","12:00","0.5","163","1.3","10.3","1024.7","-","-"
"2025/01/14","13:00","2.9","81","3.6","14.3","1024.2","-","-"
"2025/01/14","14:00","4","81","4.8","10.9","1024.8","-","-"
"2025/01/14","15:00","3","49","3.9","14.5","1025.2","-","-"
"2025/01/14","16:00","0","181","0.8","15.1","1025.5","-","-"
"2025/01/14","17:00","1.2","246","1.7","13.1","1026.2","-","-"
"2025/01/14","18:00","0.1","29","0.3","15.1","1026","-","-"
"2025/01/14","19:00","0.9","303","1.2","16.5","1025.4","-","-"
"2025/01/14","20:00","2.1","358","5","15.2","1023.8","-","-"
"2025/01/14","21:00","2.5","262","3.1","15.6","1022.5","-","-"
"2025/01/14","22:00","1.3","172","3.3","15.9","1021.7","-","-"
"2025/01/14","23:00","4.7","314","5.3","15.3","1021.5","-","-"
"2025/01/15","00:00","2.9","359","3.3","15","1021.9","-","-"
"2025/01/15","01:00","2.7","15","3.3","14.2","1022.3","-","-"
"2025/01/15","02:00","1.4","127","2.4","13.8","1022.7","-","-"
"2025/01/15","03:00","2.3","52","4.2","17","1022.8","-","-"
"2025/01/15","04:00","1.5","179","1.7","13.3","1023.3","-","-"
"2025/01/15","05:00","0.3","62","0.5","12.6","1023.7","-","-"
"2025/01/15","06:00","1.3","161","1.4","14.2","1024","-","-"
"2025/01/15","07:00","0.8","142","1","12.2","1024.1","-","-"
"2025/01/15","08:00","0.1","150","0.8","11.8","1023.4","-","-"
"2025/01/15","09:00","0.8","11","1","13.2","1022.9","-","-"
"2025/01/15","10:00","1","57","2.5","12.5","1022.7","-","-"
"2025/01/15","11:00","1.6","24","2.1","13","1022.6","-","-"
"2025/01/15","12:00","0.4","172","1","11.9","1022.2","-","-"
"2025/01/15","13:00","0.5","358","0.8","12.4","1022.2","-","-"
"2025/01/15","14:00","1.6","105","2.5","10.7","1022.4","-","-"
"2025/01/15","15:00","1.3","89","2","10.7","1022.4","-","-"
"2025/01/15","16:00","3.8","79","6","10.9","1022.9","-","-"
"2025/01/15","17:00","2.8","105","3.5","14","1023.4","-","-"
"2025/01/15","18:00","1.8","284","2.1","14.8","1023.7","-","-"
"2025/01/15","19:00","1.3","357","2","14.3","1023.2","-","-"
"2025/01/15","20:00","0","130","0.2","19.8","1022.2","-","-"
"2025/01/15","21:00","0.6","31","1.3","16.1","1021.3","-","-"
"2025/01/15","22:00","1.9","4","2.1","15.4","1020.7","-","-"
"2025/01/15","23:00","2.7","358","3.1","14.4","1020.7","-","-"
"2025/01/16","00:00","0.8","293","1.2","17.3","1020.7","-","-"
"2025/01/16","01:00","2.3","356","3","14.2","1021.1","-","-"
"2025/01/16","02:00","1.3","189","1.6","13.5","1021.6","-","-"
"2025/01/16","03:00","1.8","154","2.1","13.6","1021.8","-","-"
"2025/01/16","04:00","1.2","117","1.6","13.4","1021.9","-","-"
"2025/01/16","05:00","1.9","192","2.5","13.7","1022.3","-","-"
"2025/01/16","06:00","2.3","107","2.7","13.8","1022.5","-","-"
"2025/01/16","07:00","1.1","109","1.7","13.3","1022.3","-","-"
"2025/01/16","08:00","1.3","102","1.6","12.2","1021.7","-","-"
"2025/01/16","09:00","2","97","2.6","12.1","1021.4","-","-"
"2025/01/16","10:00","3","110","3.6","11.4","1021.2","-","-"
"2025/01/16","11:00","3.7","98","4.6","11.6","1021","-","-"
"2025/01/16","12:00","1.4","148","3.7","10.7","1020.9","-","-"
"2025/01/16","13:00","4.7","104","5.9","10.7","1020.9","-","-"
"2025/01/16","14:00","2.1","114","3.8","11.4","1021.1","-","-"
"2025/01/16","15:00","0.9","173","1.5","10.5","1020.9","-","-"
"2025/01/16","16:00","0.9","80","1.7","13","1021.1","-","-"
"2025/01/16","17:00","0","299","0","17.7","1021.6","-","-"
"2025/01/16","18:00","0.7","336","0.8","14.8","1021.9","-","-"
"2025/01/16","19:00","4.4","206","6.8","13.3","1021.9","-","-"
"2025/01/16","20:00","5.1","193","6.4","13.5","1021.2","-","-"
"2025/01/16","21:00","4.5","191","4.9","13.8","1020.4","-","-"
"2025/01/16","22:00","3.5","242","3.9","13.8","1020","-","-"
"2025/01/16","23:00","2","265","2.3","13.5","1020","-","-"
"2025/01/17","00:00","1.8","250","2.2","15.5","1020.1","-","-"
"2025/01/17","01:00","4.3","211","4.7","13.9","1020.5","-","-"
"2025/01/17","02:00","0.8","75","1.3","12.9","1021","-","-"
"2025/01/17","03:00","1","134","1.8","12.9","1021.4","-","-"
"2025/01/17","04:00","2.8","121","3.3","12.6","1021.8","-","-"
"2025/01/17","05:00","2.2","120","2.8","12.2","1022.3","-","-"
"2025/01/17","06:00","4.2","82","5.1","11.6","1022.5","-","-"
"2025/01/17","07:00","3.3","98","4.3","11.2","1022.6","-","-"
"2025/01/17","08:00","3.7","95","4.3","10.9","1022.4","-","-"
"2025/01/17","09:00","3.8","101","4.7","10.1","1022","-","-"
