"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2025/05/02","06:00","1.5","220","3","15.7","1014.2","-","-"
"2025/05/02","07:00","2.9","227","3.2","15.6","1014.6","-","-"
"2025/05/02","08:00","1.4","301","2.5","15.5","1015","-","-"
"2025/05/02","09:00","2.3","189","2.6","15.4","1014.8","-","-"
"2025/05/02","10:00","0.5","239","1.3","15.4","1014.4","-","-"
"2025/05/02","11:00","0.8","195","2","15.3","1014.3","-","-"
"2025/05/02","12:00","1.4","283","2.3","15.1","1014.2","-","-"
"2025/05/02","13:00","1.2","309","1.5","15","1014.2","-","-"
"2025/05/02","14:00","1.9","355","2.5","14.9","1014.4","-","-"
"2025/05/02","15:00","3.4","352","4.1","15","1014.5","-","-"
"2025/05/02","16:00","2.1","333","2.4","15","1014.6","-","-"
"2025/05/02","17:00","2.5","292","3.5","15.3","1015.2","-","-"
"2025/05/02","18:00","2.8","286","3.9","15.8","1015.5","-","-"
"2025/05/02","19:00","3.1","286","3.8","16.4","1015.1","-","-"
"2025/05/02","20:00","3.5","306","4.5","16.1","1014.5","-","-"
"2025/05/02","21:00","5","318","5.7","15.8","1014","-","-"
"2025/05/02","22:00","5.2","306","6.1","15.8","1013.3","-","-"
"2025/05/02","23:00","4","292","5.4","16.2","1012.8","-","-"
"2025/05/03","00:00","4.4","285","5.5","16.4","1012.7","-","-"
"2025/05/03","01:00","3.1","302","4.3","16.1","1013","-","-"
"2025/05/03","02:00","2.6","270","3.1","15.6","1013.3","-","-"
"2025/05/03","03:00","2.3","186","3.1","15.5","1013.7","-","-"
"2025/05/03","04:00","1.8","223","2.7","15.5","1014.3","-","-"
"2025/05/03","05:00","2.3","254","3.2","15.5","1014.7","-","-"
"2025/05/03","06:00","1.5","219","1.8","15.5","1014.7","-","-"
"2025/05/03","07:00","2","229","2.9","15.6","1014.7","-","-"
"2025/05/03","08:00","2.4","220","2.8","15.4","1014.3","-","-"
"2025/05/03","09:00","2","201","2.1","15.2","1013.8","-","-"
"2025/05/03","10:00","3.2","208","3.6","14.9","1013.5","-","-"
"2025/05/03","11:00","0.3","212","1","15","1013.3","-","-"
"2025/05/03","12:00","1.3","237","1.9","15","1013.2","-","-"
"2025/05/03","13:00","3.3","192","3.9","14.8","1013.5","-","-"
"2025/05/03","14:00","3.6","201","4.4","14.7","1013.9","-","-"
"2025/05/03","15:00","3.2","186","4.3","14.2","1014.1","-","-"
"2025/05/03","16:00","2.6","184","3.3","14.5","1014.2","-","-"
"2025/05/03","17:00","4.1","194","5","14.8","1014.5","-","-"
"2025/05/03","18:00","4.7","234","5.3","14.1","1014.9","-","-"
"2025/05/03","19:00","4.2","217","5.1","14.3","1014.8","-","-"
"2025/05/03","20:00","3.7","229","4.9","15.1","1014","-","-"
"2025/05/03","21:00","3.2","228","4.7","15.4","1013.3","-","-"
"2025/05/03","22:00","4.6","220","5.7","15.4","1012.8","-","-"
"2025/05/03","23:00","5.2","224","5.8","15.3","1012.2","-","-"
"2025/05/04","00:00","4.5","233","5.2","15.3","1012.1","-","-"
"2025/05/04","01:00","4.2","195","4.7","15.4","1011.7","-","-"
"2025/05/04","02:00","3.3","186","5","14.6","1011.7","-","-"
"2025/05/04","03:00","2.3","195","3.6","14.4","1011.7","-","-"
"2025/05/04","04:00","5","203","5.7","14.4","1011.9","-","-"
"2025/05/04","05:00","4","221","4.9","14.3","1011.9","-","-"
"2025/05/04","06:00","3.7","204","4.7","14.4","1011.5","-","-"
"2025/05/04","07:00","4.5","260","5.1","14.5","1010.8","-","-"
"2025/05/04","08:00","7.5","275","8.3","13.6","1010.5","-","-"
"2025/05/04","09:00","7.4","260","8.7","14","1009.8","-","-"
"2025/05/04","10:00","6","245","8.4","14.1","1009.6","-","-"
"2025/05/04","11:00","7.3","246","8.5","13.6","1009.4","-","-"
"2025/05/04","12:00","7.1","240","8.3","13.7","1009.1","-","-"
"2025/05/04","13:00","7.6","226","8.9","13.4","1009","-","-"
"2025/05/04","14:00","4","194","5.6","13.3","1009.7","-","-"
"2025/05/04","15:00","3.4","186","5.2","13.5","1009.6","-","-"
"2025/05/04","16:00","5.5","198","6.3","13.6","1009.6","-","-"
"2025/05/04","17:00","5.7","202","6.7","13.8","1009.4","-","-"
"2025/05/04","18:00","4.6","210","5.9","14.2","1009.6","-","-"
"2025/05/04","19:00","5.1","209","7.6","14.4","1009.4","-","-"
"2025/05/04","20:00","4.2","191","7.2","14.3","1009.1","-","-"
"2025/05/04","21:00","5.7","203","7.3","14","1009.1","-","-"
"2025/05/04","22:00","5.3","222","6.7","14","1008.7","-","-"
"2025/05/04","23:00","5.4","191","7.7","13.6","1008.3","-","-"
"2025/05/05","00:00","3.9","191","4.7","12.9","1008.1","-","-"
"2025/05/05","01:00","1.1","223","2.2","13.9","1007.6","-","-"
"2025/05/05","02:00","3.4","183","4.5","14","1007.6","-","-"
"2025/05/05","03:00","2.9","198","4.4","14.1","1007.8","-","-"
"2025/05/05","04:00","4.1","209","5.4","13.7","1008.4","-","-"
"2025/05/05","05:00","2.8","173","3.7","13.4","1008.8","-","-"
"2025/05/05","06:00","3.4","135","5.3","13.1","1008.8","-","-"
"2025/05/05","07:00","3.4","127","4.4","13.1","1008.6","-","-"
"2025/05/05","08:00","3.2","142","4.5","13","1008.4","-","-"
"2025/05/05","09:00","2.5","117","3.7","13.1","1008.5","-","-"
"2025/05/05","10:00","2.6","113","3.8","13.1","1008.4","-","-"
"2025/05/05","11:00","2.1","135","3.1","13.2","1008.2","-","-"
"2025/05/05","12:00","3.4","109","4.7","12.6","1008.5","-","-"
"2025/05/05","13:00","1.5","138","2.2","12.9","1009","-","-"
"2025/05/05","14:00","2.7","130","3.9","12.8","1009.6","-","-"
"2025/05/05","15:00","3.5","157","4.6","13.5","1010.2","-","-"
"2025/05/05","16:00","4.1","158","4.8","13.7","1010.6","-","-"
"2025/05/05","17:00","4.6","193","5.7","14","1010.7","-","-"
"2025/05/05","18:00","4.9","199","6.4","14.7","1010.8","-","-"
"2025/05/05","19:00","6.4","219","7.7","14.9","1010.8","-","-"
"2025/05/05","20:00","5.3","219","6.4","14.8","1011","-","-"
"2025/05/05","21:00","5.5","233","6.3","14.9","1011","-","-"
"2025/05/05","22:00","4.8","225","6","14.8","1010.9","-","-"
"2025/05/05","23:00","4.2","244","5.2","14.8","1010.8","-","-"
"2025/05/06","00:00","4","236","5.1","14.8","1010.6","-","-"
"2025/05/06","01:00","3.3","244","3.9","14.8","1010.8","-","-"
"2025/05/06","02:00","2.2","245","2.9","14.7","1011","-","-"
"2025/05/06","03:00","1","229","1.5","14.7","1011.6","-","-"
"2025/05/06","04:00","1.2","254","2.1","14.8","1012.3","-","-"
"2025/05/06","05:00","0.2","201","0.5","14.8","1013","-","-"
"2025/05/06","06:00","1.7","147","1.9","14.4","1013","-","-"
"2025/05/06","07:00","1.5","146","2","14.4","1013.1","-","-"
"2025/05/06","08:00","1.7","141","2.2","14.1","1013.2","-","-"
"2025/05/06","09:00","2.3","132","2.9","14","1012.9","-","-"
"2025/05/06","10:00","1.6","101","2.1","14","1013","-","-"
"2025/05/06","11:00","1.8","134","2.3","13.8","1012.8","-","-"
"2025/05/06","12:00","1.9","123","2.6","13.8","1012.6","-","-"
"2025/05/06","13:00","2.7","98","3.2","13.7","1013","-","-"
"2025/05/06","14:00","1.8","113","2.9","14.3","1013.7","-","-"
"2025/05/06","15:00","1.8","118","2.3","15.1","1014.3","-","-"
"2025/05/06","16:00","2","241","2.6","15.2","1014.7","-","-"
"2025/05/06","17:00","3.1","235","3.7","15.6","1014.8","-","-"
"2025/05/06","18:00","4.6","235","4.9","15.5","1014.9","-","-"
"2025/05/06","19:00","5.1","233","5.7","15.5","1014.8","-","-"
"2025/05/06","20:00","4.7","236","5.4","15.5","1015","-","-"
"2025/05/06","21:00","4.3","254","5.4","15.2","1015.3","-","-"
"2025/05/06","22:00","3.6","255","4.3","15.2","1015.3","-","-"
"2025/05/06","23:00","3","243","3.5","15.3","1014.8","-","-"
"2025/05/07","00:00","4","244","4.7","15.1","1014.9","-","-"
"2025/05/07","01:00","2","263","3.4","14.9","1015.1","-","-"
"2025/05/07","02:00","1.7","255","2.9","14.9","1015.1","-","-"
"2025/05/07","03:00","0.8","308","1.8","14.9","1015.4","-","-"
"2025/05/07","04:00","1.1","283","2.2","15","1016","-","-"
"2025/05/07","05:00","0.6","312","1","15","1016.5","-","-"
"2025/05/07","06:00","0.5","310","0.9","15.1","1016.6","-","-"
"2025/05/07","07:00","0.2","24","0.6","15.1","1016.4","-","-"
"2025/05/07","08:00","0.6","152","0.8","15","1016.1","-","-"
"2025/05/07","09:00","0","68","0.5","14.9","1015.8","-","-"
"2025/05/07","10:00","0.8","307","1.2","15.1","1015.4","-","-"
"2025/05/07","11:00","1.3","26","1.5","15.1","1015.3","-","-"
"2025/05/07","12:00","1","34","1.6","15","1015.2","-","-"
"2025/05/07","13:00","1.7","360","2.1","15.1","1015.6","-","-"
"2025/05/07","14:00","2.1","327","2.5","15.4","1016.2","-","-"
"2025/05/07","15:00","2.5","339","3.2","15.6","1016.7","-","-"
"2025/05/07","16:00","2","320","2.6","16","1017","-","-"
"2025/05/07","17:00","1.1","279","2.3","16.9","1017.2","-","-"
"2025/05/07","18:00","3.6","305","4.2","16.4","1017.2","-","-"
"2025/05/07","19:00","5.3","293","6.2","16.5","1017.1","-","-"
"2025/05/07","20:00","5.5","305","6.8","16.5","1016.5","-","-"
"2025/05/07","21:00","5.5","304","6.4","16.5","1016.4","-","-"
"2025/05/07","22:00","5.6","311","6.6","16.7","1016","-","-"
"2025/05/07","23:00","5.5","305","6.2","16.7","1015.8","-","-"
"2025/05/08","00:00","5.4","310","6.2","16.5","1015.9","-","-"
"2025/05/08","01:00","5.6","333","6.4","16.2","1015.9","-","-"
"2025/05/08","02:00","3.9","318","4.6","16.3","1016.1","-","-"
"2025/05/08","03:00","3.2","316","4.4","16.1","1016.5","-","-"
"2025/05/08","04:00","3","334","3.7","16.1","1017.2","-","-"
"2025/05/08","05:00","2.7","3","3.2","16.2","1017.6","-","-"
"2025/05/08","06:00","1.1","25","1.5","16","1017.8","-","-"
"2025/05/08","07:00","1.4","280","1.8","16","1018","-","-"
"2025/05/08","08:00","1.6","298","2.4","15.9","1017.9","-","-"
"2025/05/08","09:00","1.5","309","2.3","16","1017.6","-","-"
"2025/05/08","10:00","2","335","3.3","15.7","1017.4","-","-"
"2025/05/08","11:00","1.1","358","1.9","15.8","1017.2","-","-"
"2025/05/08","12:00","1.9","268","2.9","15.7","1017.2","-","-"
"2025/05/08","13:00","2.3","333","3.2","15.6","1017.5","-","-"
"2025/05/08","14:00","1.6","313","2.6","15.6","1018.1","-","-"
"2025/05/08","15:00","2.5","21","2.9","15.4","1018.4","-","-"
"2025/05/08","16:00","2","359","2.6","15.6","1018.5","-","-"
"2025/05/08","17:00","1.7","311","2.7","16","1018.6","-","-"
"2025/05/08","18:00","3.3","299","4.7","16.1","1018.4","-","-"
"2025/05/08","19:00","4.2","299","4.7","15.9","1018.1","-","-"
"2025/05/08","20:00","3.6","314","4.1","16.2","1017.6","-","-"
"2025/05/08","21:00","3.4","305","4.1","16.1","1017.1","-","-"
"2025/05/08","22:00","3.8","321","4.7","16.2","1016.5","-","-"
"2025/05/08","23:00","3.4","331","4.3","16.3","1015.8","-","-"
"2025/05/09","00:00","3.3","326","4.1","16.5","1015.5","-","-"
"2025/05/09","01:00","3","314","3.8","16.7","1015.6","-","-"
"2025/05/09","02:00","3.1","334","3.4","16.5","1015.4","-","-"
"2025/05/09","03:00","2.6","340","2.9","16.3","1015.9","-","-"
"2025/05/09","04:00","1.2","286","1.8","16.2","1016.5","-","-"
"2025/05/09","05:00","0.9","30","1.3","16.3","1017.1","-","-"
"2025/05/09","06:00","0.2","37","0.8","16.4","1017","-","-"
"2025/05/09","07:00","1.7","307","1.9","16.4","1017.1","-","-"
"2025/05/09","08:00","1.9","314","2.5","16.3","1016.8","-","-"
"2025/05/09","09:00","1.6","302","2.5","16.2","1016.8","-","-"
"2025/05/09","10:00","2.4","2","2.9","16","1016.5","-","-"
"2025/05/09","11:00","2.3","26","3.9","15.8","1016.2","-","-"
"2025/05/09","12:00","2","357","2.4","15.8","1016","-","-"
"2025/05/09","13:00","1.1","49","1.8","15.6","1015.8","-","-"
"2025/05/09","14:00","1.5","347","1.8","15.5","1016","-","-"
"2025/05/09","15:00","1.7","324","2.1","15.3","1016.2","-","-"
"2025/05/09","16:00","3.4","336","4.5","15.3","1016","-","-"
"2025/05/09","17:00","3.3","322","3.8","15.5","1015.8","-","-"
"2025/05/09","18:00","2.9","324","3.9","15.3","1015.4","-","-"
"2025/05/09","19:00","3.1","334","4.5","15.4","1015.2","-","-"
"2025/05/09","20:00","4.3","340","5","15.6","1014.5","-","-"
"2025/05/09","21:00","3","331","3.5","15.7","1013.8","-","-"
"2025/05/09","22:00","2.7","308","3.2","15.8","1013.1","-","-"
"2025/05/09","23:00","2.5","343","3","15.9","1012.7","-","-"
"2025/05/10","00:00","0.9","323","1.6","16.4","1012","-","-"
"2025/05/10","01:00","0.1","271","1.9","16.5","1012.4","-","-"
"2025/05/10","02:00","2.2","251","3.1","16.5","1012.6","-","-"
"2025/05/10","03:00","0.4","348","0.7","16.2","1012.8","-","-"
"2025/05/10","04:00","2.5","222","3.3","16.5","1013.7","-","-"
"2025/05/10","05:00","1.8","201","2.3","15.8","1014.1","-","-"
"2025/05/10","06:00","0.5","287","1.3","15.6","1014","-","-"
"2025/05/10","07:00","0.1","219","0.9","15.2","1013.9","-","-"
"2025/05/10","08:00","0.6","348","1.2","15","1013.5","-","-"
"2025/05/10","09:00","0.2","89","2.2","15.1","1012.5","-","-"
"2025/05/10","10:00","0.2","359","1","14.6","1012.2","-","-"
"2025/05/10","11:00","1.4","23","1.9","14.8","1012.1","-","-"
"2025/05/10","12:00","0.7","67","1.1","14.4","1011.6","-","-"
"2025/05/10","13:00","0.1","115","0.3","14.6","1011.9","-","-"
"2025/05/10","14:00","0.8","358","1","14.3","1012.1","-","-"
"2025/05/10","15:00","0.2","331","0.6","15.2","1012","-","-"
"2025/05/10","16:00","0.2","340","1","16.3","1011.8","-","-"
"2025/05/10","17:00","1.9","337","2.2","15.9","1011.9","-","-"
"2025/05/10","18:00","1.8","354","2.2","16.2","1012.3","-","-"
"2025/05/10","19:00","2.3","348","2.7","17.1","1011.7","-","-"
"2025/05/10","20:00","2.4","4","2.8","17.6","1011.5","-","-"
"2025/05/10","21:00","2.4","5","3.1","18.6","1011","-","-"
"2025/05/10","22:00","2.7","1","3.1","19.7","1010.4","-","-"
"2025/05/10","23:00","2.2","359","2.7","20.2","1010.1","-","-"
"2025/05/11","00:00","1.3","13","1.8","20.6","1010.1","-","-"
"2025/05/11","01:00","0.2","250","0.9","21.6","1010.1","-","-"
"2025/05/11","02:00","0.3","339","0.5","22.7","1010.2","-","-"
"2025/05/11","03:00","0","147","0.5","19.6","1010.8","-","-"
"2025/05/11","04:00","0","352","0.3","19.1","1011.6","-","-"
"2025/05/11","05:00","0","42","0","18.6","1012","-","-"
"2025/05/11","06:00","0","42","0","18.4","1011.8","-","-"
"2025/05/11","07:00","0.2","271","0.5","18.6","1011.7","-","-"
"2025/05/11","08:00","1.5","25","1.7","18.3","1011.6","-","-"
"2025/05/11","09:00","0.7","13","0.9","18.1","1011.5","-","-"
"2025/05/11","10:00","0","116","0.1","17.6","1010.9","-","-"
"2025/05/11","11:00","0.6","36","1","17.4","1010.6","-","-"
"2025/05/11","12:00","0.5","116","0.7","17","1010.6","-","-"
"2025/05/11","13:00","0.2","33","0.6","17.8","1009.9","-","-"
"2025/05/11","14:00","0.6","23","0.7","20","1010.2","-","-"
"2025/05/11","15:00","2.1","240","2.4","18.7","1010.7","-","-"
"2025/05/11","16:00","1.5","293","1.7","19","1011.3","-","-"
"2025/05/11","17:00","1.4","344","2.3","17.9","1011.8","-","-"
"2025/05/11","18:00","0","38","0","20.4","1012.3","-","-"
"2025/05/11","19:00","1.7","271","2","18.8","1012.8","-","-"
"2025/05/11","20:00","1.1","284","1.4","20.1","1012.5","-","-"
"2025/05/11","21:00","1.4","263","2.5","19","1012.4","-","-"
"2025/05/11","22:00","5.1","243","5.6","18.4","1011.9","-","-"
"2025/05/11","23:00","7.5","234","8.3","18.6","1011.3","-","-"
"2025/05/12","00:00","6.2","230","7","18.3","1011","-","-"
"2025/05/12","01:00","4.8","220","5.4","18.7","1010.4","-","-"
"2025/05/12","02:00","4.7","216","5.6","17.6","1010.8","-","-"
"2025/05/12","03:00","2","215","2.9","17.3","1010.9","-","-"
"2025/05/12","04:00","2.5","211","2.9","17.1","1011.5","-","-"
"2025/05/12","05:00","2.3","144","2.6","16.7","1012.1","-","-"
"2025/05/12","06:00","2.2","154","3.3","16.5","1012.5","-","-"
"2025/05/12","07:00","4","200","5.6","16.2","1013.4","-","-"
"2025/05/12","08:00","3","147","3.6","16.4","1013.3","-","-"
"2025/05/12","09:00","2.6","159","4.1","16.2","1013.1","-","-"
"2025/05/12","10:00","3.9","163","6","16.3","1012.7","-","-"
"2025/05/12","11:00","2.7","147","3.9","16.5","1012.6","-","-"
"2025/05/12","12:00","3","156","3.7","16.4","1012.5","-","-"
"2025/05/12","13:00","3.2","172","5","16.1","1013.1","-","-"
"2025/05/12","14:00","2.7","165","3.7","15.8","1013.5","-","-"
"2025/05/12","15:00","2.6","189","3.5","16.1","1013.6","-","-"
"2025/05/12","16:00","2.8","205","3.6","16.6","1013.8","-","-"
"2025/05/12","17:00","5.3","237","5.7","16.3","1014.3","-","-"
"2025/05/12","18:00","4.5","238","5","16.6","1014.6","-","-"
"2025/05/12","19:00","4.3","233","5","16.8","1015.2","-","-"
"2025/05/12","20:00","4.5","228","5.4","17","1015.1","-","-"
"2025/05/12","21:00","3.5","252","4.6","16.7","1014.4","-","-"
"2025/05/12","22:00","4.4","265","5.9","16.3","1014.4","-","-"
"2025/05/12","23:00","3.8","276","4.6","16.4","1013.8","-","-"
"2025/05/13","00:00","3","265","4.1","16.6","1013.6","-","-"
"2025/05/13","01:00","2.6","272","4","16.3","1013.6","-","-"
"2025/05/13","02:00","4.1","272","5.1","15.7","1014","-","-"
"2025/05/13","03:00","4.6","260","5.7","15.7","1014.5","-","-"
"2025/05/13","04:00","4.3","260","5.4","16","1014.8","-","-"
"2025/05/13","05:00","5","269","6","15.9","1014.9","-","-"
"2025/05/13","06:00","5.4","269","6.6","15.9","1015","-","-"
"2025/05/13","07:00","5","271","6.1","16","1015.3","-","-"
"2025/05/13","08:00","5.1","269","6","16","1015.3","-","-"
"2025/05/13","09:00","5.6","259","6.6","15.7","1015","-","-"
"2025/05/13","10:00","6.6","293","8","15.2","1014.8","-","-"
"2025/05/13","11:00","5.3","272","7","15.2","1014.6","-","-"
"2025/05/13","12:00","6.7","278","7.9","15.1","1014.7","-","-"
"2025/05/13","13:00","6.5","290","7.9","14.7","1015.1","-","-"
"2025/05/13","14:00","4","281","5.5","14.8","1015.9","-","-"
"2025/05/13","15:00","2.1","237","3.6","15.3","1016.3","-","-"
"2025/05/13","16:00","3.2","257","4.1","15.3","1016.8","-","-"
"2025/05/13","17:00","6.3","244","7.4","15","1017.3","-","-"
"2025/05/13","18:00","5","242","6.6","15.4","1017.5","-","-"
"2025/05/13","19:00","4.5","257","5.8","15.3","1017.4","-","-"
"2025/05/13","20:00","1.3","226","3.8","15.7","1017.2","-","-"
"2025/05/13","21:00","4.7","241","5.4","15.9","1017","-","-"
"2025/05/13","22:00","4.2","259","5.3","16.1","1016.3","-","-"
"2025/05/13","23:00","4.9","236","5.9","15.9","1015.9","-","-"
"2025/05/14","00:00","4.8","240","5.8","15.7","1015.4","-","-"
"2025/05/14","01:00","4.1","241","5","15.7","1015.4","-","-"
"2025/05/14","02:00","4.6","263","5.5","15.4","1015.6","-","-"
"2025/05/14","03:00","3.2","237","3.9","15.5","1015.9","-","-"
"2025/05/14","04:00","2.7","240","3.3","15.5","1016.2","-","-"
"2025/05/14","05:00","3.7","257","4.7","15.5","1016.6","-","-"
"2025/05/14","06:00","2.7","239","4.3","15.3","1016.3","-","-"
"2025/05/14","07:00","2","275","3","15.3","1016.1","-","-"
"2025/05/14","08:00","3","249","3.5","15.3","1016.2","-","-"
"2025/05/14","09:00","1.9","145","2.3","14.6","1015.7","-","-"
"2025/05/14","10:00","0.9","149","1.8","14.7","1015.7","-","-"
"2025/05/14","11:00","1.3","129","2.4","14.3","1015.5","-","-"
"2025/05/14","12:00","2.2","99","2.8","13.8","1015.5","-","-"
"2025/05/14","13:00","2.3","91","3.1","13.6","1016.1","-","-"
"2025/05/14","14:00","2.3","104","3.3","14.4","1016.4","-","-"
"2025/05/14","15:00","1.9","141","2.4","15.9","1016.8","-","-"
"2025/05/14","16:00","3.5","246","4","15.6","1017","-","-"
"2025/05/14","17:00","3.7","236","4.8","15.6","1017.4","-","-"
"2025/05/14","18:00","4.5","246","5.6","15.7","1017.6","-","-"
"2025/05/14","19:00","3.5","264","4.4","16.1","1017.5","-","-"
"2025/05/14","20:00","4.4","276","4.9","16.2","1017.3","-","-"
"2025/05/14","21:00","5.1","273","5.8","16.3","1016.8","-","-"
"2025/05/14","22:00","4.2","283","5.2","17","1016.4","-","-"
"2025/05/14","23:00","4.6","284","5.5","16.8","1016","-","-"
"2025/05/15","00:00","2.7","293","3.4","17.1","1015.5","-","-"
"2025/05/15","01:00","1.6","285","2.8","17.1","1015.5","-","-"
"2025/05/15","02:00","2.4","258","3.6","16.7","1015.7","-","-"
"2025/05/15","03:00","3.2","253","3.9","16.2","1016","-","-"
"2025/05/15","04:00","2.6","256","3.4","16","1016.1","-","-"
"2025/05/15","05:00","1.5","282","2.8","15.6","1016.2","-","-"
"2025/05/15","06:00","1.1","270","2.2","15.5","1015.8","-","-"
"2025/05/15","07:00","1.6","223","1.9","15.4","1015.3","-","-"
"2025/05/15","08:00","1.8","160","2.2","14.7","1015.1","-","-"
"2025/05/15","09:00","1.7","148","2.2","14.3","1014.7","-","-"
"2025/05/15","10:00","2.2","160","3.2","14.8","1014.8","-","-"
"2025/05/15","11:00","2.1","140","2.8","14.4","1014.7","-","-"
"2025/05/15","12:00","2.1","144","3.6","14.8","1014.6","-","-"
"2025/05/15","13:00","2.7","145","3.2","14.6","1014.7","-","-"
"2025/05/15","14:00","2.7","123","4.3","14.9","1015","-","-"
"2025/05/15","15:00","2.5","160","3.9","15.2","1015.4","-","-"
"2025/05/15","16:00","2","229","2.4","16.3","1016","-","-"
"2025/05/15","17:00","3.7","236","4.3","15.8","1016.1","-","-"
"2025/05/15","18:00","4","227","4.6","15.6","1016","-","-"
"2025/05/15","19:00","3.2","240","4.4","15.7","1015.9","-","-"
"2025/05/15","20:00","3.8","233","4.6","15.7","1015.7","-","-"
"2025/05/15","21:00","3.9","243","4.6","15.8","1015.6","-","-"
"2025/05/15","22:00","3.5","256","4.7","16.1","1015.2","-","-"
"2025/05/15","23:00","3.4","241","4.1","15.9","1014.4","-","-"
"2025/05/16","00:00","2.5","249","3.2","15.9","1014.2","-","-"
"2025/05/16","01:00","2.5","276","3","16","1014.2","-","-"
"2025/05/16","02:00","2.1","291","2.7","15.7","1014.2","-","-"
"2025/05/16","03:00","1.8","307","2.9","15.5","1014.5","-","-"
"2025/05/16","04:00","1.3","258","1.7","15.3","1014.9","-","-"
"2025/05/16","05:00","0.4","238","1.4","15.3","1015.2","-","-"
"2025/05/16","06:00","1.4","145","1.9","14.8","1015.2","-","-"
"2025/05/16","07:00","1.6","148","2","14.6","1015.2","-","-"
"2025/05/16","08:00","2.6","175","3.4","15.1","1014.9","-","-"
"2025/05/16","09:00","2.9","175","3.7","14.8","1014.5","-","-"
"2025/05/16","10:00","2.8","209","3.6","14.6","1014.1","-","-"
"2025/05/16","11:00","1.4","230","2.1","14.5","1014.1","-","-"
"2025/05/16","12:00","2.2","130","3","14.4","1013.9","-","-"
"2025/05/16","13:00","1.3","189","2.1","14.5","1014.1","-","-"
"2025/05/16","14:00","1.3","132","1.9","15","1014.5","-","-"
"2025/05/16","15:00","0.9","134","1.4","15.5","1014.7","-","-"
"2025/05/16","16:00","1.2","289","1.6","15.8","1014.7","-","-"
"2025/05/16","17:00","1.4","268","2.2","16.1","1014.8","-","-"
"2025/05/16","18:00","1.7","241","2.4","16.5","1014.8","-","-"
"2025/05/16","19:00","3.1","257","4.1","16.2","1014.7","-","-"
"2025/05/16","20:00","2.5","251","3.3","16.4","1014.1","-","-"
"2025/05/16","21:00","3.2","266","4.6","16.2","1014.1","-","-"
"2025/05/16","22:00","3.9","232","5.4","15.9","1014","-","-"
"2025/05/16","23:00","4.9","239","5.7","15.4","1014","-","-"
"2025/05/17","00:00","2.2","258","3.6","15.4","1013.9","-","-"
"2025/05/17","01:00","1.2","256","2.8","15.3","1013.6","-","-"
"2025/05/17","02:00","2.8","235","3.3","15.1","1013.5","-","-"
"2025/05/17","03:00","2.4","215","3.9","15.1","1013.9","-","-"
"2025/05/17","04:00","3.5","193","4.5","14.9","1014.5","-","-"
"2025/05/17","05:00","2","246","3.1","15","1015","-","-"
"2025/05/17","06:00","2.7","154","3.9","14.8","1015.4","-","-"
"2025/05/17","07:00","3.6","194","4.5","14.7","1015.3","-","-"
"2025/05/17","08:00","2.8","176","3.6","14.9","1014.9","-","-"
